"HORTICULTURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","","","",""
"Research","Course Total","35","",".",".",".",".",".",".",".","94.3","",".",".",".","",".","",".",".","5.7","."
"HORT
476","Dept. Total","297","3.210","29.3","19.9","19.9","9.1","5.4","2.4","0.7","12.1","",".",".",".","",".","",".","0.3","0.7","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","2.887","30.8","15.4","23.1","23.1",".","7.7",".",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","39","3.038","23.1","20.5","35.9","7.7","10.3",".","2.6",".","",".",".",".","",".","",".",".",".","."
"Junior","","57","3.164","33.3","21.1","19.3","15.8","3.5","3.5","1.8",".","",".",".",".","",".","",".",".",".","1.8"
"Senior","","110","3.251","38.2","20.9","19.1","10.0","7.3","3.6",".","0.9","",".",".",".","",".","",".",".",".","."
"Undergraduates","","219","3.172","33.8","20.5","22.4","11.9","6.4","3.2","0.9","0.5","",".",".",".","",".","",".",".",".","0.5"
"Special","","10","3.400","20.0","20.0","40.0",".",".",".",".","10.0","",".",".",".","",".","",".","10.0",".","."
"Graduate","","68","3.420","16.2","17.6","8.8","1.5","2.9",".",".","50.0","",".",".",".","",".","",".",".","2.9","."
"","Dept. Total","297","3.210","29.3","19.9","19.9","9.1","5.4","2.4","0.7","12.1","",".",".",".","",".","",".","0.3","0.7","0.3"
