"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"Freshman Composition","Course Total","859","3.605","50.1","32.1","11.4","3.8","1.9","0.2","0.5",".",".",".",".",".",".",".",".","."
"","110
001","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
002","10","",".",".",".",".",".",".",".",".",".","90.0","10.0",".",".",".",".","."
"","110
003","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intensv English as 2nd Lang","Course Total","34","",".",".",".",".",".",".",".",".",".","97.1","2.9",".",".",".",".","."
"ESL:Intmed Engl Lang Skills","114
001","15","",".",".",".",".",".",".",".",".",".","86.7","13.3",".",".",".",".","."
"","115
001","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
002","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
003","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
004","16","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"ESL: Grammar-Academic Use","Course Total","64","",".",".",".",".",".",".",".",".",".","96.9","3.1",".",".",".",".","."
"","116
001","17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"","116
002","14","",".",".",".",".",".",".",".",".",".","85.7","14.3",".",".",".",".","."
"","116
003","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","004
116","18","",".",".",".",".",".",".",".",".",".","88.9","11.1",".",".",".",".","."
"","116
005","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
006","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","007
116","17","",".",".",".",".",".",".",".",".",".","88.2","11.8",".",".",".",".","."
"","008
116","17","",".",".",".",".",".",".",".",".",".","88.2","11.8",".",".",".",".","."
"","116
009","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
010","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","164","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","117
001","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","117
002","14","",".",".",".",".",".",".",".",".",".","85.7","14.3",".",".",".",".","."
"","117
003","16","",".",".",".",".",".",".",".",".",".","87.5","6.3",".",".","6.3",".","."
"","117
004","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
005","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
006","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","008
117","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","117
009","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
010","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
011","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","012
117","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"ESL: Academic Writing I","Course Total","171","",".",".",".",".",".",".",".",".",".","95.9","3.5",".",".","0.6",".","."
"","118
001","16","3.531","43.8","25.0","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","118
002","13","3.000","7.7","38.5","38.5","7.7",".",".","7.7",".",".",".",".",".",".",".",".","."
"","118
003","12","3.167","25.0","33.3","33.3",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","118
004","16","3.219","31.3","25.0","25.0","6.3","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"","118
005","14","3.107","50.0","14.3","14.3","7.1",".",".","14.3",".",".",".",".",".",".",".",".","."
"","118
006","13","3.038","7.7","69.2","7.7",".",".","7.7","7.7",".",".",".",".",".",".",".",".","."
"","118
008","16","3.438","37.5","25.0","31.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","118
009","10","2.850","30.0","20.0","10.0","10.0","20.0",".","10.0",".",".",".",".",".",".",".",".","."
"","118
011","15","3.033","20.0","46.7","20.0",".",".",".","13.3",".",".",".",".",".",".",".",".","."
"","118
012","16","3.344","50.0","18.8","18.8",".","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"","118
018","16","3.656","43.8","50.0",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 201 of 407",""
