"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","944
031","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Art Metal","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","996
006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
011","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","996
012","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
050","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
071","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"Advanced Research-Graphics","Course Total","34","3.980","94.1","2.9",".",".",".",".",".",".",".",".",".",".","2.9",".",".","."
"","999
002","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
005","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
006","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
008","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
009","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
010","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
011","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
012","10","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"","999
013","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
020","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
022","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
024","6","3.912","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
025","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
031","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
034","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
045","7","3.694","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
050","8","3.833","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
057","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
071","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
074","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
076","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
077","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
080","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
098","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","157","3.970","95.5","3.2","0.6",".",".",".",".",".",".",".",".",".","0.6",".",".","."
