"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"289","041","","22","3.886","86.4","4.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"289","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"289","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Independent Study","Course Total","","24","3.900","87.5","4.2","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","018","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","039","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","044","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","057","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","059","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","073","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","42","3.874","85.7","2.4","11.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"375
Special Topics","001","","48","3.563","68.8",".","18.8","8.3","2.1",".","2.1",".",".",".",".",".",".",".",".","."
"399","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","","4","***","","","","","","","","","","","","","","","",""
"501
Introduction-Biochemistry","001","","408","3.214","33.6","10.0","34.3","10.3","11.5","0.2",".",".",".",".",".",".",".",".",".","."
"507
General Biochemistry I","001","","193","2.997","30.1","9.3","25.4","14.0","15.5","3.1","2.1","0.5",".",".",".",".",".",".",".","."
"510
Biochm Prin-Human&Anml Nutr","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"511","001","","20","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"511","002","","19","3.447","31.6","36.8","26.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"511","003","","18","3.750","61.1","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduate Seminar","Course Total","","57","3.684","54.4","31.6","12.3",".","1.8",".",".",".",".",".",".",".",".",".",".","."
"601
Protein&Enzyme Struct&Funct","001","","54","3.236","14.8","27.8","51.9",".","1.9","1.9",".",".",".",".",".",".",".","1.9",".","."
"612
Prokaryotic Molecular Biol","001","","26","3.596","38.5","42.3","19.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"624
Mechanisms of Enzyme Action","001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"630
Cellulr Signal Transductn Mech","001","","25","3.087","4.0","12.0","72.0","4.0",".",".",".","8.0",".",".",".",".",".",".",".","."
"651
Biochemical Methods","001","","56","3.268","26.8","28.6","32.1","3.6","5.4","3.6",".",".",".",".",".",".",".",".",".","."
"660
Methods in Biochemistry","001","","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","10","3.650","60.0","10.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","","Page 12 of 407"
