"TERM : 1092","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2008-2009","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"POPULATION HEALTH SCIENCE Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","",""
"POP HLTH
Dept. Total
810","695","3.762","49.9","16.5","5.2","0.6","0.6","",".","0.1","26.0","0.3",".","",".","0.1","0.4",".",".","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","",""
"Sophomore","5","3.000","20.0",".","60.0",".","20.0","",".",".",".",".",".","",".",".",".",".",".","."
"Junior","8","3.467","62.5",".","25.0",".","12.5","",".",".",".",".",".","",".",".",".",".",".","."
"Senior","39","3.561","53.8","20.5","17.9",".","5.1","",".","2.6",".",".",".","",".",".",".",".",".","."
"Undergraduates","52","3.500","51.9","15.4","23.1",".","7.7","",".","1.9",".",".",".","",".",".",".",".",".","."
"Special","45","3.564","40.0","44.4","11.1","4.4",".","",".",".",".",".",".","",".",".",".",".",".","."
"Graduate","186","3.771","58.6","18.8","5.9","1.1",".","",".",".","14.0",".",".","",".","0.5","0.5",".",".","0.5"
"Prof Yr 1","176","3.750","6.8","3.4","1.7",".",".","",".",".","87.5","0.6",".","",".",".",".",".",".","."
"Prof Yr 2","9","4.000","88.9",".",".",".",".","",".",".",".","11.1",".","",".",".",".",".",".","."
"Prof Yr 3","16","3.848","75.0","18.8","6.3",".",".","",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 4","211","3.856","76.3","20.4","1.9",".",".","",".",".","0.5",".",".","",".",".","0.9",".",".","."
"Professionals","412","3.853","46.8","12.6","1.9",".",".","",".",".","37.6","0.5",".","",".",".","0.5",".",".","."
"Dept. Total","695","3.762","49.9","16.5","5.2","0.6","0.6","",".","0.1","26.0","0.3",".","",".","0.1","0.4",".",".","0.1"
