"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Electronic Circuits II","342
001","","23","2.652","13.0","21.7","17.4","13.0","17.4","17.4",".",".",".",".",".",".",".",".",".","."
"","352
001","","30","2.533","16.7","10.0","23.3","23.3","6.7","10.0","10.0",".",".",".",".",".",".",".",".","."
"","352
002","","38","3.026","26.3","18.4","13.2","23.7","15.8","2.6",".",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","","68","2.809","22.1","14.7","17.6","23.5","11.8","5.9","4.4",".",".",".",".",".",".",".",".","."
"Intro to Microprocessor Sys","353
001","","25","2.660","24.0","4.0","24.0","8.0","32.0",".","8.0",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","354
001","","26","3.077","11.5","26.9","34.6","19.2","7.7",".",".",".",".",".",".",".",".",".",".","."
"","355
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","355
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Electromech Energy Conversn","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Elect Power for Alt Energy Sys","356
001","","15","3.192","20.0","33.3","13.3",".","20.0",".",".","13.3",".",".",".",".",".",".",".","."
"","370
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
003","","6","3.667","66.7","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","370
004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Laboratory","Course Total","","30","3.900","86.7","10.0",".","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"Electricl&Electronc Circuit","376
001","","141","3.028","14.9","6.4","62.4","7.8","7.1",".","1.4",".",".",".",".",".",".",".",".","."
"","377
001","","81","2.722","13.6","19.8","19.8","13.6","22.2","11.1",".",".",".",".",".",".",".",".",".","."
"","377
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elec&Elec-mech Power Conver","Course Total","","82","2.726","13.4","19.5","20.7","13.4","22.0","11.0",".",".",".",".",".",".",".",".",".","."
"","399
011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Electroacoustical Engr","401
001","","25","3.460","44.0","20.0","24.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"Intro Feedback Control Lab","409
001","","22","3.273","27.3","18.2","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"","411
001","","18","3.167","33.3","22.2","16.7","11.1","11.1","5.6",".",".",".",".",".",".",".",".",".","."
"","411
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","411
003","","8","3.000","12.5","25.0","37.5",".","25.0",".",".",".",".",".",".",".",".",".",".","."
"","411
004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Electric Drive Sys","Course Total","","30","3.117","23.3","23.3","30.0","6.7","13.3","3.3",".",".",".",".",".",".",".",".",".","."
"Digital Control","417
001","","10","3.400","40.0","20.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"Electromag Wave Transmissn","420
001","","16","2.938","18.8","25.0","18.8","25.0","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"","427
001","","29","3.586","58.6","6.9","31.0",".","3.4",".",".",".",".",".",".",".",".",".",".","."
"","427
002","","7","3.500","57.1","14.3","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","427
003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","427
004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Electric Power Systems","Course Total","","40","3.563","57.5","7.5","30.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Digital Signal Processing","431
001","","29","3.241","31.0","24.1","24.1","10.3","6.9","3.4",".",".",".",".",".",".",".",".",".","."
"Communication Systems I","436
001","","11","2.909","27.3","18.2","9.1","18.2","18.2","9.1",".",".",".",".",".",".",".",".",".","."
"Communication Systems Lab I","438
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"E&M Fields and Waves","440
001","","46","3.457","43.5","30.4","10.9","4.3","10.9",".",".",".",".",".",".",".",".",".",".","."
"Applied Communications Sys","447
001","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 114 of 407",""
