"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","101
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
003","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
004","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Officership","Course Total","","90","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 1A","110
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","","24","3.479","54.2","25.0","8.3","4.2","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"","201
002","","25","3.920","84.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
003","","26","3.820","73.1","11.5","11.5",".",".",".",".","3.8",".",".",".",".",".",".",".","."
"Individual Leadership Studies","Course Total","","75","3.743","70.7","17.3","6.7","1.3","1.3",".","1.3","1.3",".",".",".",".",".",".",".","."
"Leadership Lab 2A","210
001","","13","3.615","84.6",".","7.7",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"Leadership and Problem Solving","301
001","","16","3.833","81.3","6.3",".",".","6.3",".",".",".",".",".",".",".",".",".",".","6.3"
"Leadership Lab 3A","310
001","","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","7.7"
"","401
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Leadership and Management","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 4A","410
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"American Military History","491
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","","252","3.861","88.5","6.0","2.4","0.4","0.8",".","0.8","0.4",".",".",".",".",".",".",".","0.8"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","73","3.839","87.7","6.8","4.1",".","1.4",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","110","3.840","86.4","8.2","2.7","0.9",".",".","0.9","0.9",".",".",".",".",".",".",".","."
"Junior","","","25","3.972","88.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","8.0"
"Senior","","","35","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","243","3.879","88.9","6.2","2.5","0.4","0.4",".","0.4","0.4",".",".",".",".",".",".",".","0.8"
"Special","","","8","3.667","87.5",".",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 1","","","1","0.000",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".",".","."
"Professionals","","","1","0.000",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".",".","."
"","Dept. Total","","252","3.861","88.5","6.0","2.4","0.4","0.8",".","0.8","0.4",".",".",".",".",".",".",".","0.8"
