"BUS","","","","","","","","","","","","","","","","","","","","",""
"FINANCE, INVESTMENT & BANKI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","","",""
"FINANCE
Dept. Total
233","1519","3.283","31.7","22.6","27.1","8.6","6.8","0.7","0.7","1.3","",".",".","",".","",".","0.2","0.1","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","","",""
"Junior","312","3.059","21.2","18.6","34.6","13.1","8.7","1.3","2.2",".","",".",".","",".","",".","0.3",".",".","."
"Senior","707","3.179","26.9","19.1","31.3","11.6","9.8","0.8","0.4","0.1","",".",".","",".","",".",".",".",".","."
"Undergraduates","1019","3.143","25.1","18.9","32.3","12.1","9.4","1.0","1.0","0.1","",".",".","",".","",".","0.1",".",".","."
"Special","78","3.547","51.3","23.1","15.4",".","3.8","1.3","1.3","1.3","",".",".","",".","",".","1.3",".","1.3","."
"Graduate","421","3.595","43.9","31.6","16.9","1.9","1.0",".",".","4.3","",".",".","",".","",".","0.2","0.2",".","."
"Prof Yr 2","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Dept. Total","1519","3.283","31.7","22.6","27.1","8.6","6.8","0.7","0.7","1.3","",".",".","",".","",".","0.2","0.1","0.1","."
