"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Amer Hist to Civil War Era","101","001","110","2.995","0.9","24.5","51.8","16.4","3.6","0.9",".",".",".",".",".",".",".",".","0.9","0.9"
"Amer Hist-Civil War-Present","102","001","200","3.221","28.5","20.0","32.5","10.5","3.5","2.5","1.0","1.5",".",".",".",".",".",".",".","."
"Intro-E Asian History:China","103","001","67","3.424","32.8","34.3","20.9","4.5","6.0",".",".",".",".",".",".",".",".",".","1.5","."
"Medieval Europe 410-1500","115","001","63","3.209","11.1","36.5","41.3","3.2","7.9",".",".",".",".",".",".",".",".",".",".","."
"Modern Europe 1500-1815","119","001","138","3.264","8.7","48.6","27.5","7.2","4.3",".",".","2.9",".",".",".",".","0.7",".",".","."
"Europe&Mod World 1815-On","120","001","208","3.317","23.6","39.9","20.7","7.2","2.9","2.4","0.5","2.4",".",".",".",".",".","0.5",".","."
"English History to 1688","123","001","137","3.202","14.6","30.7","38.7","12.4","2.2",".","0.7","0.7",".",".",".",".",".",".",".","."
"History-S Asia to Present","142","001","66","3.341","24.2","28.8","33.3","6.1","3.0",".",".","4.5",".",".",".",".",".",".",".","."
"Asian Am Hist:Movmnt&Dislocatn","160","001","38","3.368","36.8","39.5","13.2","2.6","2.6",".","5.3",".",".",".",".",".",".",".",".","."
"","199","046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","199","048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","200","001","18","3.861","72.2","27.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","200","002","42","2.541","11.9","14.3","21.4","4.8","14.3","21.4",".","7.1",".",".",".",".",".","4.8",".","."
"","200","003","22","3.405","18.2","54.5","13.6","4.5","4.5",".",".",".",".",".",".",".",".",".","4.5","."
"","200","004","21","3.750","61.9","19.0","14.3",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"Historical Studies","","Course Total","103","3.229","34.0","26.2","14.6","2.9","6.8","8.7",".","3.9",".",".",".",".",".","1.9","1.0","."
"Islam Wrld:MidEast,500-1500","205","001","43","3.125","9.3","37.2","30.2","9.3","4.7",".","2.3","7.0",".",".",".",".",".",".",".","."
"The American Jewish Experience","219","001","49","3.093","10.2","34.7","24.5","10.2","4.1","2.0","2.0","12.2",".",".",".",".",".",".",".","."
"","221","001","31","3.633","48.4","32.3","12.9",".","3.2",".",".","3.2",".",".",".",".",".",".",".","."
"","221","002","26","2.820",".","19.2","53.8","7.7","11.5",".","3.8","3.8",".",".",".",".",".",".",".","."
"Explorations in Amer Hist (H)","","Course Total","57","3.264","26.3","26.3","31.6","3.5","7.0",".","1.8","3.5",".",".",".",".",".",".",".","."
"","223","001","63","3.452","20.6","57.1","17.5","1.6","3.2",".",".",".",".",".",".",".",".",".",".","."
"","223","002","39","3.218","20.5","25.6","33.3","17.9","2.6",".",".",".",".",".",".",".",".",".",".","."
"","223","003","26","3.596","57.7","26.9","11.5",".",".",".","3.8",".",".",".",".",".",".",".",".","."
"Exploration-European Hist (H)","","Course Total","128","3.410","28.1","41.4","21.1","6.3","2.3",".","0.8",".",".",".",".",".",".",".",".","."
"Mod Latin Am, 1898 to Present","242","001","139","3.221","12.9","39.6","28.8","14.4","3.6",".",".","0.7",".",".",".",".",".",".",".","."
"SE Asia:Vietnam to Philipns","244","001","54","3.519","44.4","33.3","13.0",".","1.9","1.9","1.9","3.7",".",".",".",".",".",".",".","."
"American Business History","247","001","71","3.221","16.9","35.2","31.0","11.3","2.8",".","1.4",".",".",".",".",".",".",".",".","1.4"
"Civs of India-Modern Period","252","001","71","3.261","23.9","38.0","15.5","9.9","7.0","2.8",".","1.4",".",".",".",".","1.4",".",".","."
"Africa: Introductory Survey","277","001","54","3.173","27.8","13.0","40.7","9.3","1.9",".","3.7","3.7",".",".",".",".",".",".",".","."
"Intermed Hon Smr-Study Hist(H)","283","001","12","3.417","25.0","33.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Byzantine History&Civ","313","001","24","2.952","16.7","33.3","20.8","12.5","8.3",".","8.3",".",".",".",".",".",".",".",".","."
"The Vietnam Wars","319","001","146","3.488","31.5","35.6","25.3","2.7","0.7",".",".","4.1",".",".",".",".",".",".",".","."
"Islam Reform&Rev-Cntrl Asia","332","001","59","3.377","37.3","25.4","20.3","8.5","6.8","1.7",".",".",".",".",".",".",".",".",".","."
"The Renaissance","333","001","66","3.043","7.6","25.8","36.4","21.2","1.5",".","1.5","6.1",".",".",".",".",".",".",".","."
"Eighteenth Century Europe","352","001","67","3.157","19.4","31.3","32.8","4.5","3.0","4.5","1.5","1.5",".",".",".",".",".",".",".","1.5"
"Bible in the Middle Ages","368","001","17","3.500","52.9","11.8","17.6","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"Jefferson&Jackson,1789-1848","391","001","68","3.146","7.4","41.2","35.3","8.8","1.5",".","2.9","1.5",".",".",".",".","1.5",".",".","."
"United States, 1877-1914","395","001","69","3.357","20.3","36.2","26.1","5.8","2.9",".",".","8.7",".",".",".",".",".",".",".","."
"The US Since 1945","398","001","74","3.565","36.5","35.1","24.3",".",".",".",".","4.1",".",".",".",".",".",".",".","."
"Immigratn&Assimlatn-Am Hist","403","001","70","3.460","38.6","27.1","17.1","5.7","2.9",".","1.4","7.1",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 223 of 407",""
