"L&S","","","","","","","","","","","","","","","","","","","",""
"FRENCH (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","",""
"FRENCH
Dept. Total
400","1523","3.508","41.0","31.4","17.2","4.3","1.9","0.2","0.4","2.9","0.1",".","",".","0.3","",".",".","0.1","0.2"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","385","3.456","27.8","45.2","20.5","4.7","1.0","0.3","0.3",".",".",".","",".",".","",".",".",".","0.3"
"Sophomore","291","3.404","32.6","31.6","24.7","6.2","2.7","0.3","0.3","1.0",".",".","",".",".","",".",".",".","0.3"
"Junior","297","3.485","43.8","27.3","19.2","4.7","3.4",".","0.7","1.0",".",".","",".",".","",".",".",".","."
"Senior","341","3.589","50.4","28.4","11.4","4.4","2.1","0.3","0.3","1.8","0.6",".","",".",".","",".",".",".","0.3"
"Undergraduates","1314","3.483","38.4","33.8","18.8","4.9","2.2","0.2","0.4","0.9","0.2",".","",".",".","",".",".",".","0.2"
"Special","21","3.398","28.6","47.6","4.8",".",".",".","4.8","14.3",".",".","",".",".","",".",".",".","."
"Graduate","186","3.808","61.8","12.4","7.5","0.5",".",".",".","15.1",".",".","",".","2.2","",".",".","0.5","."
"Prof Yr 2","1","",".",".",".",".",".",".",".","100.0",".",".","",".",".","",".",".",".","."
"Prof Yr 3","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","2","3.500",".","50.0",".",".",".",".",".","50.0",".",".","",".",".","",".",".",".","."
"Dept. Total","1523","3.508","41.0","31.4","17.2","4.3","1.9","0.2","0.4","2.9","0.1",".","",".","0.3","",".",".","0.1","0.2"
