"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"100","001","","13","2.923",".","30.8","38.5","15.4","15.4",".",".",".",".",".",".",".",".",".",".","."
"100","002","","12","3.182",".","41.7","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".","8.3"
"100","003","","13","3.731","53.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","004","","13","2.769","7.7","30.8","15.4","30.8","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"100","005","","11","3.045","18.2","27.3","27.3","18.2",".","9.1",".",".",".",".",".",".",".",".",".","."
"100","006","","12","3.500","25.0","50.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","007","","10","3.550","50.0","30.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"100","008","","13","3.346","15.4","53.8","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"100","009","","13","3.462","30.8","38.5","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","010","","13","3.692","46.2","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","011","","12","3.542","25.0","58.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","012","","12","2.958",".","50.0",".","41.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"100","013","","11","3.273","9.1","45.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"100","014","","12","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","015","","11","3.545","63.6",".","27.3",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"100","016","","12","3.333","8.3","50.0","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","017","","13","3.192","23.1","30.8","15.4","23.1","7.7",".",".",".",".",".",".",".",".",".",".","."
"100","018","","11","3.591","36.4","45.5","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","019","","12","3.458","16.7","66.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","020","","13","3.423","15.4","61.5","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","021","","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","022","","12","3.167","8.3","50.0","33.3",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"100","023","","12","3.042",".","41.7","33.3","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"100","024","","11","3.500","18.2","63.6","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","025","","12","3.167","8.3","41.7","33.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"100","026","","13","3.346","23.1","46.2","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"100","027","","13","3.654","46.2","46.2",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","028","","13","3.346","23.1","38.5","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"100","029","","11","3.364","18.2","54.5","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"100","030","","11","3.409",".","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","031","","13","3.462","15.4","69.2","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","032","","12","3.167",".","41.7","50.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","033","","11","3.045","9.1","63.6",".","18.2",".",".","9.1",".",".",".",".",".",".",".",".","."
"100","034","","11","2.773",".","18.2","54.5","9.1","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"100","035","","12","3.083","8.3","33.3","33.3","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"100","036","","13","3.308",".","61.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","037","","12","3.292",".","75.0","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","038","","13","3.038","7.7","30.8","30.8","23.1","7.7",".",".",".",".",".",".",".",".",".",".","."
"100","039","","12","3.417","41.7","50.0",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"100","040","","13","3.308","15.4","38.5","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","041","","13","3.462","38.5","23.1","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","042","","11","3.318","18.2","36.4","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"100","043","","12","3.167","16.7",".","83.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","044","","13","3.154","7.7","38.5","38.5","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"100","045","","12","3.000","8.3","50.0","25.0",".","8.3",".","8.3",".",".",".",".",".",".",".",".","."
"100","046","","14","3.393","7.1","71.4","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","","","","","","","","","","","","","","","","","","","Page 180 of 407",""
