"","990
030","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
031","5","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
032","4","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","51","",".",".",".",".",".",".",".","90.2","",".",".",".","5.9","",".",".","3.9","."
"F&W ECOL
396","Dept. Total","744","3.345","44.1","13.2","16.3","8.1","6.2","3.2","1.5","6.9","",".",".",".","0.4","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","62","2.738","40.3","3.2","19.4","14.5","17.7","3.2","1.6",".","",".",".",".",".","",".",".",".","."
"Sophomore","","85","3.274","48.2","12.9","16.5","9.4","9.4","2.4","1.2",".","",".",".",".",".","",".",".",".","."
"Junior","","193","3.296","49.7","9.8","18.7","8.3","6.7","3.6","2.6","0.5","",".",".",".",".","",".",".",".","."
"Senior","","307","3.345","42.0","19.5","18.9","8.5","5.2","4.2","1.3","0.3","",".",".",".",".","",".",".",".","."
"Undergraduates","","647","3.287","45.0","14.2","18.5","9.1","7.4","3.7","1.7","0.3","",".",".",".",".","",".",".",".","."
"Special","","9","4.000","88.9",".",".",".",".",".",".","11.1","",".",".",".",".","",".",".",".","."
"Graduate","","130","3.754","48.5","4.6","4.6","0.8","0.8",".",".","36.9","",".",".",".","2.3","",".",".","1.5","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"","Dept. Total","787","3.345","46.1","12.5","16.0","7.6","6.2","3.0","1.4","6.5","",".",".",".","0.4","",".",".","0.3","."
