"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","8896","3.519","45.2","16.3","13.6","1.9","3.0","0.8","0.5","15.2","0.0","2.6",".","0.4","0.1","0.0","0.1","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","38","3.278","73.7",".","13.2",".","5.3","5.3","2.6",".",".",".",".",".",".",".",".","."
"Sophomore","","360","2.753","28.3","11.7","25.6","4.4","17.2","7.5","4.7",".",".","0.3",".",".",".","0.3",".","."
"Junior","","723","3.180","47.0","11.1","22.3","3.7","11.3","2.6","1.7","0.1",".",".",".",".",".",".",".","0.1"
"Senior","","1610","3.487","52.0","17.8","18.6","3.6","4.8","1.3","0.7","0.6","0.1","0.3",".",".","0.1",".",".","0.1"
"Undergraduates","","2731","3.295","47.9","14.9","20.4","3.7","8.2","2.5","1.5","0.4","0.0","0.2",".",".","0.0","0.0",".","0.1"
"Special","","177","3.532","42.4","21.5","19.2","2.3","2.3","0.6",".","4.5",".","0.6",".",".","1.7",".","4.5","0.6"
"Graduate","","1494","3.683","42.9","11.9","8.8","0.6","0.4","0.1",".","28.5",".","4.2",".","2.3","0.1",".",".","0.1"
"Prof Yr 1","","1173","3.465","15.7","6.4","4.9","0.5","1.8",".",".","69.4","0.1","1.0",".",".",".",".",".","0.3"
"Prof Yr 2","","1439","3.670","55.0","20.6","15.4","1.7","0.6","0.1",".","1.5","0.1","4.7",".","0.1",".",".",".","0.1"
"Prof Yr 3","","729","3.443","26.9","33.6","21.5","2.2","0.3",".",".","2.7",".","11.5",".","0.3","0.4",".",".","0.5"
"Prof Yr 4","","1173","3.838","72.4","17.9","4.2","0.6",".",".",".","4.6",".",".",".","0.1","0.3",".",".","."
"Professionals","","4514","3.637","44.8","18.3","10.7","1.2","0.7","0.0",".","20.2","0.0","3.6",".","0.1","0.1",".",".","0.2"
"","College Total","8916","3.519","45.4","16.3","13.5","1.9","3.0","0.8","0.5","15.2","0.0","2.6",".","0.4","0.1","0.0","0.1","0.2"
