"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","11076","3.308","35.9","20.6","18.9","7.3","6.1","1.5","0.6","6.6","0.0","0.9",".","1.3","0.2","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","835","3.449","40.6","26.7","22.6","6.6","1.7","0.8","0.8",".",".",".",".",".",".","0.1",".","."
"Sophomore","","1073","3.191","40.8","17.2","20.1","9.4","9.6","1.6","0.5",".",".","0.5",".",".",".","0.3",".","."
"Junior","","2035","3.086","28.0","22.4","26.2","10.8","8.5","2.2","1.5",".",".","0.4",".",".",".","0.0",".","."
"Senior","","4323","3.251","35.8","23.1","20.6","8.7","8.0","2.1","0.6","0.1",".","0.9",".",".",".","0.0","0.0","."
"Undergraduates","","8266","3.221","35.0","22.6","22.1","9.1","7.7","1.9","0.8","0.0",".","0.6",".",".",".","0.1","0.0","."
"Special","","161","3.257","36.6","16.8","16.1","5.0","7.5","1.2","2.5","4.3",".","3.1",".",".","3.7","0.6","1.9","."
"Graduate","","2927","3.677","39.1","13.3","8.3","1.6","0.9","0.0",".","25.3","0.1","5.7",".","4.9","0.4","0.0","0.2","0.2"
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","11","3.917","54.5","9.1",".",".",".",".",".","18.2",".","9.1",".","9.1",".",".",".","."
"Prof Yr 4","","3","4.000","33.3",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"Professionals","","16","3.932","50.0","6.3",".",".",".",".",".","31.3",".","6.3",".","6.3",".",".",".","."
"","College Total","11370","3.308","36.1","20.1","18.4","7.1","5.9","1.4","0.6","6.6","0.0","2.0",".","1.3","0.2","0.1","0.1","0.0"
