"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","203
014","21","3.000","14.3","14.3","47.6","14.3","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"","203
015","23","3.326","21.7","30.4","39.1","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","203
016","22","3.068","18.2","27.3","36.4","4.5","9.1",".","4.5",".",".",".",".",".",".",".",".","."
"","203
017","24","3.087","8.3","29.2","45.8","4.2","4.2","4.2",".","4.2",".",".",".",".",".",".",".","."
"","018
203","21","3.262","28.6","28.6","23.8","4.8","14.3",".",".",".",".",".",".",".",".",".",".","."
"","203
019","23","2.804","4.3","13.0","52.2","17.4","8.7",".","4.3",".",".",".",".",".",".",".",".","."
"","203
020","23","3.261","34.8","26.1","21.7","8.7",".","8.7",".",".",".",".",".",".",".",".",".","."
"","203
021","21","2.857","14.3","9.5","47.6","19.0",".","4.8","4.8",".",".",".",".",".",".",".",".","."
"","203
022","23","3.130","17.4","26.1","34.8","8.7","13.0",".",".",".",".",".",".",".",".",".",".","."
"","203
023","24","3.167","12.5","25.0","58.3",".",".","4.2",".",".",".",".",".",".",".",".",".","."
"","203
024","23","3.261","26.1","13.0","52.2","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
025","24","3.083","8.3","25.0","50.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","203
026","20","2.800","15.0","15.0","15.0","25.0","30.0",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","588","3.109","17.7","25.7","36.1","8.7","8.8","1.7","1.0","0.3",".",".",".",".",".",".",".","."
"","204
001","24","3.292","29.2","25.0","33.3","8.3",".","4.2",".",".",".",".",".",".",".",".",".","."
"","204
002","24","3.229","25.0","20.8","37.5","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","204
003","23","3.609","47.8","26.1","26.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
004","23","3.304","21.7","30.4","34.8","13.0",".",".",".",".",".",".",".",".",".",".",".","."
"","005
204","24","3.283","20.8","33.3","29.2","4.2","8.3",".",".",".",".",".",".",".",".",".",".","4.2"
"","204
006","22","3.182","18.2","27.3","36.4","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","204
007","22","2.795","4.5","13.6","54.5",".","22.7","4.5",".",".",".",".",".",".",".",".",".","."
"","204
008","23","3.130","17.4","30.4","30.4","4.3","17.4",".",".",".",".",".",".",".",".",".",".","."
"","204
009","23","3.283","34.8","8.7","43.5","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","204
010","20","3.125","30.0","20.0","30.0","5.0","10.0",".","5.0",".",".",".",".",".",".",".",".","."
"","204
011","24","3.083","12.5","20.8","50.0","4.2","12.5",".",".",".",".",".",".",".",".",".",".","."
"","204
012","23","3.174","26.1","17.4","39.1","8.7","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","204
013","23","3.391","26.1","43.5","17.4","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
014","22","3.500","36.4","31.8","27.3","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","204
015","23","3.114","17.4","17.4","47.8","4.3","4.3","4.3",".","4.3",".",".",".",".",".",".",".","."
"","204
016","23","3.318","17.4","34.8","39.1",".","4.3",".",".","4.3",".",".",".",".",".",".",".","."
"","204
017","23","3.348","34.8","17.4","34.8","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
018","23","3.022","21.7","17.4","39.1","4.3","8.7","8.7",".",".",".",".",".",".",".",".",".","."
"","204
019","23","3.152","26.1","21.7","30.4","8.7","8.7","4.3",".",".",".",".",".",".",".",".",".","."
"","020
204","21","3.048","9.5","19.0","57.1",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","204
021","22","3.386","31.8","31.8","22.7","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","478","3.228","24.3","24.3","36.2","5.6","7.3","1.5","0.2","0.4",".",".",".",".",".",".",".","0.2"
"","223
001","160","3.392","39.4","21.3","25.6","4.4","6.3","0.6","0.6","1.9",".",".",".",".",".",".",".","."
"","223
003","23","3.391","47.8","17.4","21.7","8.7",".",".","4.3",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","183","3.392","40.4","20.8","25.1","4.9","5.5","0.5","1.1","1.6",".",".",".",".",".",".",".","."
"","224
001","21","3.738","66.7","14.3","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
002","23","3.717","78.3","13.0",".",".","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","224
004","17","3.441","35.3","23.5","35.3","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","224
005","21","3.857","76.2","19.0","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
006","23","3.652","52.2","26.1","21.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
007","23","3.609","43.5","34.8","21.7",".",".",".",".",".",".",".",".",".",".",".",".","."
