"","991
013","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","991
017","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","991
019","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Indiv Research-Slavic Lit","Course Total","17","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"SLAVIC
888","Dept. Total","377","3.611","57.0","19.9","9.5","3.2","2.4","0.5","0.5","6.1","",".",".",".","0.3","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","66","3.466","60.6","16.7","13.6","4.5",".","1.5","3.0",".","",".",".",".",".",".",".",".","."
"Sophomore","","68","3.614","55.9","26.5","11.8","2.9","2.9",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","65","3.568","50.8","30.8","9.2","6.2","3.1",".",".",".","",".",".",".",".",".",".",".","."
"Senior","","87","3.618","55.2","25.3","8.0","2.3","3.4","1.1",".","3.4","",".",".",".","1.1",".",".",".","."
"Undergraduates","","286","3.572","55.6","24.8","10.5","3.8","2.4","0.7","0.7","1.0","",".",".",".","0.3",".",".",".","."
"Special","","15","3.489","60.0",".","20.0","6.7","6.7",".",".","6.7","",".",".",".",".",".",".",".","."
"Graduate","","76","3.901","61.8","5.3","3.9",".","1.3",".",".","25.0","",".",".",".",".","2.6",".",".","."
"","Dept. Total","377","3.611","57.0","19.9","9.5","3.2","2.4","0.5","0.5","6.1","",".",".",".","0.3","0.5",".",".","."
