"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"RELIGIOUS STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","","","",""
"RELIG ST
856","Dept. Total","770","3.337","27.3","33.5","21.2","6.4","4.0","0.6","1.6","2.1","",".","2.1","",".","",".","",".","0.4","0.6","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","112","3.416","30.4","37.5","20.5","8.0","3.6",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","178","3.343","27.0","37.1","23.6","5.1","3.9","0.6","1.7","0.6","",".",".","",".","",".","",".",".",".","0.6"
"Junior","","175","3.355","26.9","37.7","22.3","4.0","4.6","1.7","1.1","1.1","",".",".","",".","",".","",".",".",".","0.6"
"Senior","","283","3.270","26.1","29.3","20.1","8.5","4.2","0.4","2.5","2.1","",".","5.7","",".","",".","",".","0.7","0.4","."
"Undergraduates","","748","3.331","27.1","34.4","21.5","6.6","4.1","0.7","1.6","1.2","",".","2.1","",".","",".","",".","0.3","0.1","0.3"
"Special","","14","3.250",".","7.1","7.1",".",".",".",".","50.0","",".",".","",".","",".","",".","7.1","28.6","."
"Graduate","","8","3.880","87.5",".","12.5",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","770","3.337","27.3","33.5","21.2","6.4","4.0","0.6","1.6","2.1","",".","2.1","",".","",".","",".","0.4","0.6","0.3"
