"L&S","","","","","","","","","","","","","","","","","","","",""
"INTEGRATED LIBERAL STUDIES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","",""
"372
001
Interdis Studies-Soc Sciences","11","3.182",".","63.6","18.2","9.1","9.1",".",".",".",".","",".",".",".","",".",".",".","."
"400
001
Capstone Integration Seminar","22","3.886","77.3","22.7",".",".",".",".",".",".",".","",".",".",".","",".",".",".","."
"490
018","3","***","","","","","","","","","","",".",".",".","",".",".",".","."
"490
056","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"Course Total
Rsch-Integrated LiberalStudies","4","***","","","","","","","","","","","","","","","","","",""
"691
001
Undergraduate Thesis","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"ILS
Dept. Total
500","1543","3.300","25.0","20.9","24.3","4.9","3.4","0.9","1.1","0.2","",".","18.4","0.1","",".","0.1",".","0.6","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","563","3.260","17.1","18.7","25.4","5.2","2.5","0.5","0.7",".","",".","28.1","0.2","",".","0.2",".","1.4","0.2"
"Sophomore","449","3.270","23.4","23.2","24.9","4.0","3.6","1.1","1.6",".","",".","17.6",".","",".",".",".","0.4","0.2"
"Junior","276","3.339","33.0","21.7","22.5","6.2","2.5","1.4","1.4","0.4","",".","10.9",".","",".",".",".",".","."
"Senior","242","3.372","37.6","21.9","24.0","4.1","6.6","0.8","0.8","0.8","",".","3.3",".","",".",".",".",".","."
"Undergraduates","1530","3.299","25.0","21.0","24.5","4.8","3.5","0.9","1.1","0.2","",".","18.0","0.1","",".","0.1",".","0.7","0.1"
"Special","13","3.500","15.4","7.7",".","7.7",".",".",".",".","",".","69.2",".","",".",".",".",".","."
"Dept. Total","1543","3.300","25.0","20.9","24.3","4.9","3.4","0.9","1.1","0.2","",".","18.4","0.1","",".","0.1",".","0.6","0.1"
