"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","298
004","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","015
298","59","",".",".",".",".",".",".",".",".",".","98.3","1.7",".",".",".",".","."
"Directed Study in Math","Course Total","104","",".",".",".",".",".",".",".",".",".","99.0","1.0",".",".",".",".","."
"Theory-Interst & Life Insur","303
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Math Statistics","309
001","15","2.800","20.0","33.3","13.3","6.7","13.3",".","13.3",".",".",".",".",".",".",".",".","."
"","319
001","70","2.779","38.6","2.9","14.3","10.0","18.6","8.6","7.1",".",".",".",".",".",".",".",".","."
"","002
319","89","2.893","27.0","15.7","18.0","10.1","20.2","6.7","2.2",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","159","2.843","32.1","10.1","16.4","10.1","19.5","7.5","4.4",".",".",".",".",".",".",".",".","."
"","320
001","74","3.041","17.6","20.3","37.8","12.2","8.1","2.7","1.4",".",".",".",".",".",".",".",".","."
"","320
002","104","2.639","22.1","14.4","13.5","9.6","24.0","12.5","3.8",".",".",".",".",".",".",".",".","."
"","003
320","87","2.349","12.6","6.9","16.1","13.8","32.2","10.3","6.9","1.1",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","265","2.657","17.7","13.6","21.1","11.7","22.3","9.1","4.2","0.4",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","321
001","39","2.179","7.7",".","28.2","15.4","28.2","7.7","12.8",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","9","2.722","33.3",".","11.1","11.1","33.3","11.1",".",".",".",".",".",".",".",".",".","."
"Intro:Prob&Markov Chain Mod","331
001","21","2.619","19.0","19.0","19.0","9.5","14.3","9.5","9.5",".",".",".",".",".",".",".",".","."
"","340
001","45","2.533","24.4","4.4","24.4","4.4","22.2","11.1","8.9",".",".",".",".",".",".",".",".","."
"","340
003","92","3.225","42.4","13.0","21.7","7.6","7.6","4.3","2.2",".",".",".",".",".",".",".",".","1.1"
"Elem Matrix&Linear Algebra","Course Total","137","2.996","36.5","10.2","22.6","6.6","12.4","6.6","4.4",".",".",".",".",".",".",".",".","0.7"
"Linear Algebra","341
001","29","3.224","34.5","37.9","3.4","13.8","3.4",".","6.9",".",".",".",".",".",".",".",".","."
"","375
001","32","3.469","31.3","34.4","31.3","3.1",".",".",".",".",".",".",".",".",".",".",".","."
"","375
002","34","2.985","23.5","23.5","14.7","20.6","11.8","2.9","2.9",".",".",".",".",".",".",".",".","."
"Multi-Var Calc & Linear Alg","Course Total","66","3.220","27.3","28.8","22.7","12.1","6.1","1.5","1.5",".",".",".",".",".",".",".",".","."
"Appl Dyn Sys, Chaos&Modelng","415
001","10","3.400","50.0","10.0","20.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","421
001","15","2.433",".","6.7","46.7",".","40.0",".","6.7",".",".",".",".",".",".",".",".","."
"","431
001","35","2.803","22.9","5.7","25.7","8.6","25.7","2.9","2.9","5.7",".",".",".",".",".",".",".","."
"","002
431","33","2.750","9.1","24.2","15.2","18.2","24.2","6.1",".","3.0",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","68","2.777","16.2","14.7","20.6","13.2","25.0","4.4","1.5","4.4",".",".",".",".",".",".",".","."
"Intro to Modern Algebra","441
001","16","3.219","50.0","6.3","25.0",".","12.5",".","6.3",".",".",".",".",".",".",".",".","."
"Applied Linear Algebra","443
001","16","3.281","37.5","12.5","31.3","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"College Geometry I","461
001","29","3.534","48.3","24.1","17.2","6.9","3.4",".",".",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","475
001","23","3.304","30.4","13.0","47.8","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"Numerical Analysis","514
001","14","3.250","28.6","14.3","42.9","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","521
001","22","3.250","40.9","22.7","9.1","9.1","13.6","4.5",".",".",".",".",".",".",".",".",".","."
"","521
002","13","2.923","15.4","23.1","23.1","23.1","7.7","7.7",".",".",".",".",".",".",".",".",".","."
"","521
003","21","2.816","19.0","14.3","19.0","9.5","19.0","9.5",".","9.5",".",".",".",".",".",".",".","."
"","521
004","8","2.929","37.5",".",".","12.5","37.5",".",".","12.5",".",".",".",".",".",".",".","."
"Advanced Calculus","Course Total","64","3.008","28.1","17.2","14.1","12.5","17.2","6.3",".","4.7",".",".",".",".",".",".",".","."
"Linear Programming Methods","001
525","9","2.556","33.3",".",".","22.2","22.2","22.2",".",".",".",".",".",".",".",".",".","."
"","541
001","30","2.650","26.7","6.7","26.7","3.3","16.7","13.3","6.7",".",".",".",".",".",".",".",".","."
"","541
002","19","2.711","21.1","15.8","15.8","10.5","21.1","15.8",".",".",".",".",".",".",".",".",".","."
"Modern Algebra","Course Total","49","2.673","24.5","10.2","22.4","6.1","18.4","14.3","4.1",".",".",".",".",".",".",".",".","."
"Elementary Topology","551
001","14","3.231","28.6","7.1","35.7","21.4",".",".",".",".",".",".",".",".",".",".",".","7.1"
"Elementary Number Theory","567
001","38","3.092","39.5","2.6","23.7","10.5","21.1","2.6",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 256 of 407",""
