"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"462
Medical Instrumentation","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"463
Computers in Medicine","001","","13","3.000","7.7","53.8","15.4","7.7","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"468
Computer Proj in Cntrl&Inst","001","","8","3.750","75.0","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"491
Senior Design Project","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"511","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"511","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Synchronous Machines","Course Total","","5","***","","","","","","","","","","","","","","","",""
"525
Introduction to Plasmas","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"533
Image Processing","001","","19","3.500","31.6","42.1","15.8",".","5.3",".",".","5.3",".",".",".",".",".",".",".","."
"536
Integrated Optics&Optoelect","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"537
Communication Networks","001","","20","3.325","30.0","25.0","30.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"539
Intro-Artificl Neural Ntwrk","001","","10","3.333","30.0","20.0","30.0",".","10.0",".",".",".",".",".",".",".",".","10.0",".","."
"542
Intro to Microelectromech Sys","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"548
Integrated Circuit Design","001","","10","3.350","40.0","10.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"551
Digital Sys Design & Synthesis","001","","35","3.371","42.9","11.4","34.3","5.7","2.9","2.9",".",".",".",".",".",".",".",".",".","."
"552
Intro-Computer Architecture","001","","50","3.070","14.0","26.0","34.0","16.0","8.0","2.0",".",".",".",".",".",".",".",".",".","."
"553
Testing Desgn - Digital Sys","001","","22","3.295","31.8","18.2","36.4","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"554
Digital Engineering Lab","001","","11","3.500","36.4","45.5","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"555
Digital Circuits&Components","001","","33","3.455","30.3","36.4","27.3","6.1",".",".",".",".",".",".",".",".",".",".",".","."
"601
Topics-Elec&Computer Engr","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","22","3.729","77.3","4.5",".",".",".",".","4.5","13.6",".",".",".",".",".",".",".","."
"702","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"702","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Grad Cooperative Educ Program","Course Total","","3","***","","","","","","","","","","","","","","","",""
"707
Mobile and Wireless Networking","001","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"712","002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"712","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"712","004","","6","3.667","83.3",".",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 115 of 407",""
