"Fifth Semester Hindi","553
001","8","3.938","87.5","12.5",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Fifth Semester Persian","563
001","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Fifth Semester Urdu","571
001","5","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Adv Readings in Hindi Language","653
001","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"LCA LANG
522","Dept. Total","281","3.670","60.9","21.7","9.6","2.8","1.8","0.4","0.4","2.1","",".",".","",".","",".","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","49","3.624","61.2","18.4","14.3","2.0","2.0","2.0",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","62","3.566","50.0","29.0","9.7","4.8","4.8",".",".","1.6","",".",".","",".","",".",".",".",".","."
"Junior","","61","3.738","63.9","24.6","6.6","1.6","1.6",".",".","1.6","",".",".","",".","",".",".",".",".","."
"Senior","","53","3.785","66.0","18.9","7.5","1.9",".",".",".","5.7","",".",".","",".","",".",".",".",".","."
"Undergraduates","","225","3.673","60.0","23.1","9.3","2.7","2.2","0.4",".","2.2","",".",".","",".","",".",".",".",".","."
"Special","","10","3.550","50.0","20.0","20.0","10.0",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","42","3.759","73.8","14.3","4.8",".",".",".","2.4","2.4","",".",".","",".","",".","2.4",".",".","."
"Prof Yr 2","","3","3.000",".","33.3","33.3","33.3",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","4","3.000",".","25.0","50.0","25.0",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","281","3.670","60.9","21.7","9.6","2.8","1.8","0.4","0.4","2.1","",".",".","",".","",".","0.4",".",".","."
