"L&S","","","","","","","","","","","","","","","","","","","","",""
"ATMOSPHERIC & OCEANIC SCIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","",""
"ATM OCN
Dept. Total
640","1030","2.974","21.6","16.8","25.4","12.0","10.6","3.7","2.6","6.0","",".","0.5","",".","",".","0.1",".","0.2","0.4"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","168","3.065","29.8","17.3","23.2","11.3","11.9","2.4","3.6",".","",".",".","",".","",".",".",".",".","0.6"
"Sophomore","372","2.901","16.4","18.3","31.7","14.2","10.8","4.8","3.2",".","",".","0.3","",".","",".",".",".",".","0.3"
"Junior","168","2.815","16.1","14.9","30.4","14.3","14.3","6.0","3.0",".","",".","0.6","",".","",".",".",".",".","0.6"
"Senior","178","2.932","19.7","19.1","22.5","15.7","13.5","3.4","1.7","1.7","",".","1.7","",".","",".",".",".",".","0.6"
"Undergraduates","886","2.923","19.5","17.6","28.0","14.0","12.2","4.3","2.9","0.3","",".","0.6","",".","",".",".",".",".","0.5"
"Special","15","2.800","13.3","13.3","6.7",".","6.7",".","6.7","53.3","",".",".","",".","",".",".",".",".","."
"Graduate","129","3.694","36.4","11.6","10.1",".",".",".",".","39.5","",".",".","",".","",".","0.8",".","1.6","."
"Dept. Total","1030","2.974","21.6","16.8","25.4","12.0","10.6","3.7","2.6","6.0","",".","0.5","",".","",".","0.1",".","0.2","0.4"
