"TERM : 1092","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2008-2009","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"LITERATURE IN TRANSLATION","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","","","",""
"LITTRANS
551","Dept. Total","987","3.442","37.3","33.1","17.9","5.5","2.3","1.9","0.7","0.5","",".",".","",".","",".","",".","0.3","0.3","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","91","3.298","36.3","28.6","18.7","4.4","6.6","4.4","1.1",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","248","3.516","41.5","33.1","14.9","6.9","1.2","2.0",".",".","",".",".","",".","",".","",".",".","0.4","."
"Junior","","299","3.463","37.8","32.4","20.1","5.7","1.3","1.3","0.7","0.3","",".",".","",".","",".","",".","0.3",".","."
"Senior","","338","3.410","34.3","35.8","18.6","4.7","3.0","1.8","0.9","0.3","",".",".","",".","",".","",".","0.3",".","0.3"
"Undergraduates","","976","3.444","37.4","33.4","18.1","5.5","2.4","1.9","0.6","0.2","",".",".","",".","",".","",".","0.2","0.1","0.1"
"Special","","9","3.833","22.2","11.1",".",".",".",".",".","33.3","",".",".","",".","",".","",".","11.1","22.2","."
"Graduate","","2","1.714","50.0",".",".",".",".",".","50.0",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","987","3.442","37.3","33.1","17.9","5.5","2.3","1.9","0.7","0.5","",".",".","",".","",".","",".","0.3","0.3","0.1"
