"NAVAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Naval Science","101
001","31","3.283","19.4","32.3","29.0","16.1","",".",".","",".","",".",".","",".",".","",".","","3.2",".",".","."
"Intro Naval Lab I","175
001","24","3.958","91.7","8.3",".",".","",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"","201
001","11","3.909","81.8","18.2",".",".","",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"","201
002","11","3.682","36.4","63.6",".",".","",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"Naval Leadership&Management","Course Total","22","3.795","59.1","40.9",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Elementary Naval Lab I","275
001","12","4.000","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"Intermed Naval Lab I","375
001","9","4.000","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"Naval Leadership and Ethics","402
001","12","4.000","91.7",".",".",".","",".",".","",".","","8.3",".","",".",".","",".","",".",".",".","."
"Advanced Naval Laboratory I","475
001","12","4.000","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"Professional Naval Lab I","575
001","2","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"NAV SCI
672","Dept. Total","124","3.736","70.2","16.9","7.3","4.0","",".","",".","",".","0.8","",".",".","",".","",".","0.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","50","3.500","54.0","22.0","16.0","6.0","",".","",".","",".",".","",".",".","",".","",".","2.0",".",".","."
"Sophomore","","22","3.774","72.7","22.7","4.5",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","13","3.833","76.9","23.1",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","42","3.895","90.5","4.8",".","4.8","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","127","3.736","71.7","16.5","7.1","3.9","",".","",".","",".",".","",".",".","",".","",".","0.8",".",".","."
"Special","","1","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","Dept. Total","128","3.736","71.1","16.4","7.0","3.9","",".","",".","",".","0.8","",".",".","",".","",".","0.8",".",".","."
