"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","",""
"Old English","320","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Middle English","321","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Ancient & Medieval Science","322","001","6","3.000","16.7","66.7",".",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"Lit in Trans-Icelandic Saga","346","001","10","3.150","10.0","40.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".","."
"Figures of Medieval Eng Lit","361","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Chaucer's Canterbury Tales","367","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Bible in the Middle Ages","368","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Intdis Stdy-Medvl Civ","550","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"MEDIEVAL
633","","Dept. Total","30","3.315","33.3","36.7","13.3","10.0","3.3",".","3.3",".",".",".",".",".",".",".",".","."
