"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","2225","3.352","29.4","15.4","17.2","3.3","2.2","0.4","0.1","31.9","",".",".",".","0.0","",".",".","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.767","86.7","6.7",".",".",".","6.7",".",".","",".",".",".",".","",".",".",".","."
"Sophomore","","15","3.652","86.7",".",".",".","6.7",".","6.7",".","",".",".",".",".","",".",".",".","."
"Junior","","18","3.634","77.8",".","16.7",".","5.6",".",".",".","",".",".",".",".","",".",".",".","."
"Senior","","20","3.667","75.0",".","10.0",".","5.0","5.0",".","5.0","",".",".",".",".","",".",".",".","."
"Undergraduates","","68","3.665","80.9","1.5","7.4",".","4.4","2.9","1.5","1.5","",".",".",".",".","",".",".",".","."
"Special","","11","4.000","9.1",".",".",".",".",".",".","90.9","",".",".",".",".","",".",".",".","."
"Graduate","","75","3.927","40.0","1.3",".",".",".","1.3",".","54.7","",".",".",".","1.3","",".",".","1.3","."
"Prof Yr 1","","426","3.242","33.6","18.5","31.7","6.8","4.0","0.7","0.2","4.5","",".",".",".",".","",".",".",".","."
"Prof Yr 2","","590","3.497","26.6","32.7","18.6","3.6","0.7",".",".","17.8","",".",".",".",".","",".",".",".","."
"Prof Yr 3","","594","3.120","14.0","11.3","22.4","4.0","4.2","0.2",".","43.9","",".",".",".",".","",".",".",".","."
"Prof Yr 4","","621","3.961","29.8","0.2",".",".",".","0.3",".","69.7","",".",".",".",".","",".",".",".","."
"Professionals","","2231","3.335","25.5","15.2","16.9","3.3","2.1","0.3","0.0","36.7","",".",".",".",".","",".",".",".","."
"","College Total","2385","3.352","27.4","14.3","16.1","3.1","2.1","0.4","0.1","36.5","",".",".",".","0.0","",".",".","0.0","."
