"","990
035","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
036","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
038","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","40","",".",".",".",".",".",".",".","72.5",".",".",".","27.5","",".",".",".","."
"FOOD SCI
390","Dept. Total","941","3.216","31.3","21.0","16.4","7.3","4.9","2.9","1.7","7.0","0.1","5.8",".","1.2","",".",".","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","37","3.250","29.7","10.8","24.3","10.8","2.7","2.7",".",".",".","18.9",".",".","",".",".",".","."
"Sophomore","","208","3.076","26.9","21.6","19.7","9.6","6.3","4.8","3.4","0.5",".","7.2",".",".","",".",".",".","."
"Junior","","237","3.191","33.3","25.3","15.6","9.7","5.9","3.4","2.5",".",".","3.8",".",".","",".",".",".","0.4"
"Senior","","345","3.302","37.1","23.5","16.8","6.4","4.9","2.3","0.9","1.4",".","6.1",".",".","",".",".","0.6","."
"Undergraduates","","827","3.206","33.1","23.0","17.5","8.3","5.4","3.3","1.9","0.7",".","6.3",".",".","",".",".","0.2","0.1"
"Special","","8","3.286","37.5",".","12.5",".","12.5",".",".",".",".","37.5",".",".","",".",".",".","."
"Graduate","","106","3.554","17.0","7.5","7.5",".",".",".",".","56.6","0.9",".",".","10.4","",".",".",".","."
"","Dept. Total","941","3.216","31.3","21.0","16.4","7.3","4.9","2.9","1.7","7.0","0.1","5.8",".","1.2","",".",".","0.2","0.1"
