"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","10404","3.320","36.6","24.0","22.5","6.6","6.7","1.6","0.7","0.5","0.0","0.5",".","",".","0.1","0.1","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","37","3.517","27.0","45.9","5.4",".",".",".","2.7",".",".","18.9",".","",".",".",".",".","."
"Sophomore","","543","2.960","26.3","13.8","29.7","5.9","15.1","5.3","1.8",".",".","1.7",".","",".","0.2","0.2",".","."
"Junior","","2847","3.174","31.8","20.4","25.6","8.4","8.9","2.8","1.4",".","0.0","0.5",".","",".","0.0","0.2",".","0.1"
"Senior","","4391","3.276","31.5","24.5","25.4","8.4","7.8","1.2","0.5","0.3",".","0.4",".","",".","0.0","0.0","0.0","."
"Undergraduates","","7818","3.219","31.2","22.3","25.7","8.2","8.7","2.0","0.9","0.2","0.0","0.6",".","",".","0.0","0.1","0.0","0.1"
"Special","","268","3.384","38.8","25.0","21.6","5.6","4.5","1.5","1.1","1.1",".",".",".","",".","0.4",".","0.4","."
"Graduate","","2300","3.677","54.5","29.8","12.0","1.2","0.4","0.0",".","1.7",".","0.1",".","",".","0.1","0.1","0.0","."
"Prof Yr 1","","4","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Prof Yr 2","","7","3.763","71.4","14.3","14.3",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Prof Yr 3","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Professionals","","18","3.798","72.2","16.7","11.1",".",".",".",".",".",".",".",".","",".",".",".",".","."
"","College Total","10404","3.320","36.6","24.0","22.5","6.6","6.7","1.6","0.7","0.5","0.0","0.5",".","",".","0.1","0.1","0.0","0.0"
