"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","33","2.818","33.3","6.1","21.2","6.1","18.2","12.1","3.0",".",".",".",".",".",".",".",".","."
"","002
100","36","2.500","16.7","8.3","30.6","2.8","22.2","11.1","8.3",".",".",".",".",".",".",".",".","."
"","100
003","39","3.103","28.2","10.3","43.6",".","12.8","5.1",".",".",".",".",".",".",".",".",".","."
"","100
004","34","3.258","32.4","11.8","38.2","2.9","11.8",".",".","2.9",".",".",".",".",".",".",".","."
"","100
005","40","3.205","35.0","12.5","35.0","2.5","7.5","2.5","2.5","2.5",".",".",".",".",".",".",".","."
"","100
006","38","2.919","28.9","7.9","26.3","7.9","18.4","5.3","2.6",".",".",".",".",".",".",".","2.6","."
"","100
007","39","2.949","23.1","12.8","33.3","7.7","15.4","7.7",".",".",".",".",".",".",".",".",".","."
"","100
008","40","3.038","27.5","7.5","42.5","5.0","10.0","7.5",".",".",".",".",".",".",".",".",".","."
"","100
009","40","2.949","22.5","10.0","37.5",".","25.0",".","2.5",".",".",".",".",".",".",".",".","2.5"
"","100
010","35","2.943","22.9","8.6","34.3","8.6","22.9","2.9",".",".",".",".",".",".",".",".",".","."
"","100
011","23","2.826","17.4","8.7","43.5",".","26.1",".","4.3",".",".",".",".",".",".",".",".","."
"","100
012","41","2.634","19.5","4.9","34.1","4.9","19.5","14.6","2.4",".",".",".",".",".",".",".",".","."
"","013
100","33","2.864","21.2","15.2","30.3","6.1","15.2","12.1",".",".",".",".",".",".",".",".",".","."
"","100
014","39","2.949","25.6","7.7","46.2","2.6","7.7","5.1","5.1",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","510","2.928","25.5","9.4","35.5","4.1","16.3","6.3","2.2","0.4",".",".",".",".",".",".","0.2","0.2"
"","211
001","44","2.750","25.0","11.4","18.2","15.9","13.6","13.6","2.3",".",".",".",".",".",".",".",".","."
"","211
002","41","2.585","24.4","9.8","19.5","4.9","22.0","12.2","7.3",".",".",".",".",".",".",".",".","."
"","211
003","42","2.762","14.3","16.7","28.6","7.1","23.8","9.5",".",".",".",".",".",".",".",".",".","."
"","004
211","46","3.078","28.3","19.6","26.1","4.3","13.0","4.3","2.2",".",".",".",".",".",".",".",".","2.2"
"","005
211","44","2.739","25.0","13.6","13.6","15.9","15.9","13.6","2.3",".",".",".",".",".",".",".",".","."
"","211
006","45","2.889","31.1","4.4","31.1","4.4","15.6","13.3",".",".",".",".",".",".",".",".",".","."
"","211
007","40","2.613","20.0","17.5","15.0","10.0","17.5","15.0","5.0",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","302","2.779","24.2","13.2","21.9","8.9","17.2","11.6","2.6",".",".",".",".",".",".",".",".","0.3"
"","300
001","45","2.922","22.2","24.4","17.8","13.3","13.3","4.4","4.4",".",".",".",".",".",".",".",".","."
"","300
002","42","3.012","23.8","21.4","23.8","9.5","9.5","9.5",".","2.4",".",".",".",".",".",".",".","."
"","300
003","43","3.305","37.2","20.9","20.9","4.7","7.0","4.7",".","4.7",".",".",".",".",".",".",".","."
"","004
300","49","2.857","16.3","20.4","20.4","24.5","12.2","2.0","4.1",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","179","3.014","24.6","21.8","20.7","13.4","10.6","5.0","2.2","1.7",".",".",".",".",".",".",".","."
"","301
001","36","3.319","16.7","38.9","36.1","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","301
002","41","3.402","24.4","46.3","19.5","4.9","4.9",".",".",".",".",".",".",".",".",".",".","."
"","301
003","46","3.446","26.1","41.3","30.4",".","2.2",".",".",".",".",".",".",".",".",".",".","."
"","301
004","42","3.345","19.0","50.0","21.4","4.8","2.4","2.4",".",".",".",".",".",".",".",".",".","."
"","301
005","37","3.392","32.4","35.1","21.6","5.4","2.7","2.7",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","202","3.384","23.8","42.6","25.7","4.5","2.5","1.0",".",".",".",".",".",".",".",".",".","."
"","302
001","22","3.250","31.8","9.1","45.5","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","302
002","39","3.295","30.8","7.7","51.3","10.3",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","61","3.279","31.1","8.2","49.2","8.2","3.3",".",".",".",".",".",".",".",".",".",".","."
"","310
001","44","3.295","34.1","15.9","34.1","6.8","9.1",".",".",".",".",".",".",".",".",".",".","."
"","310
002","40","3.463","55.0","10.0","20.0","2.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","84","3.375","44.0","13.1","27.4","4.8","10.7",".",".",".",".",".",".",".",".",".",".","."
"Engineerng Economc Analysis","313
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","329
001","30","3.117","16.7","43.3","13.3","13.3","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"","340
001","47","3.351","21.3","42.6","21.3","14.9",".",".",".",".",".",".",".",".",".",".",".","."
"","340
002","38","3.276","23.7","26.3","34.2","13.2","2.6",".",".",".",".",".",".",".",".",".",".","."
"","340
003","37","3.216","27.0","18.9","29.7","18.9","5.4",".",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 50 of 407"
