"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","187","3.636","52.4","25.1","8.6","2.1","3.7","",".","",".","8.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.600","48.1","40.7",".","7.4","3.7","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","38","3.732","63.2","28.9","2.6",".","5.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","37","3.570","54.1","21.6","18.9",".","5.4","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","43","3.480","41.9","27.9","18.6","4.7","4.7","",".","",".","2.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","145","3.593","51.7","29.0","11.0","2.8","4.8","",".","",".","0.7","",".",".","",".","",".","",".",".",".","."
"Special","","10","3.761","40.0","30.0",".",".",".","",".","",".","30.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","32","3.953","59.4","6.3",".",".",".","",".","",".","34.4","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","187","3.636","52.4","25.1","8.6","2.1","3.7","",".","",".","8.0","",".",".","",".","",".","",".",".",".","."
