"TERM : 1092","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2008-2009","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","",""
"ANATOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","","","","",""
"ANATOMY
144","Dept. Total","949","3.271","38.5","12.3","14.5","3.4","8.7","2.8","1.3","18.3","",".",".","",".","",".","",".",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","0.000",".",".",".",".",".",".","100.0",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","176","2.717","18.8","17.0","25.6","4.5","21.0","8.0","5.1",".","",".",".","",".","",".","",".",".",".","."
"Junior","","215","3.234","43.7","16.3","19.5","5.1","10.7","3.7","0.9",".","",".",".","",".","",".","",".",".",".","."
"Senior","","266","3.410","49.6","18.4","16.5","4.9","8.3","1.9",".","0.4","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","658","3.143","39.4","17.3","19.9","4.9","12.5","4.1","1.8","0.2","",".",".","",".","",".","",".",".",".","."
"Special","","24","3.568","58.3","8.3","29.2",".","4.2",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","44","3.983","75.0","2.3",".",".",".",".",".","22.7","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","201","4.000","18.9",".",".",".",".",".",".","80.6","",".",".","",".","",".","",".",".",".","0.5"
"Prof Yr 2","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","20","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","223","4.000","26.5",".",".",".",".",".",".","73.1","",".",".","",".","",".","",".",".",".","0.4"
"","Dept. Total","949","3.271","38.5","12.3","14.5","3.4","8.7","2.8","1.3","18.3","",".",".","",".","",".","",".",".",".","0.1"
