"","999
050","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
051","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
070","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","14","4.000","85.7",".",".",".",".",".",".","7.1","",".",".","",".",".","7.1",".",".","."
"SOC WORK
896","Dept. Total","1467","3.744","66.6","20.9","6.7","1.6","1.2","0.3","0.8","1.4","",".",".","",".","0.1","0.3","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","3.944","75.0","25.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","119","3.721","73.1","16.8","4.2","0.8","2.5","0.8","1.7",".","",".",".","",".",".",".",".",".","."
"Junior","","232","3.674","67.7","17.2","7.8","2.6","2.2",".","2.2","0.4","",".",".","",".",".",".",".",".","."
"Senior","","351","3.707","61.8","23.6","9.7","2.3","1.4","0.6","0.6",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","706","3.699","65.7","20.4","8.1","2.1","1.8","0.4","1.3","0.1","",".",".","",".",".",".",".",".","."
"Special","","17","2.974","41.2","11.8","11.8",".",".","5.9","11.8","11.8","",".",".","",".",".",".","5.9",".","."
"Graduate","","743","3.811","68.1","21.5","5.2","1.2","0.5","0.1","0.1","2.3","",".",".","",".","0.1","0.7",".",".","."
"Prof Yr 1","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"","Dept. Total","1467","3.744","66.6","20.9","6.7","1.6","1.2","0.3","0.8","1.4","",".",".","",".","0.1","0.3","0.1",".","."
