"","990
123","2","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
133","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"PhD Thesis-Management","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"Read&Rsch-Mgmt&H Resrcs PhD","999
088","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"M H R
236","Dept. Total","1201","3.257","36.2","20.6","22.6","6.6","9.7","1.7","1.5","0.5","0.1",".","",".","",".","",".","0.4","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.500","31.0","58.6","6.9",".",".",".","3.4",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","44","3.000","31.8","20.5","11.4","6.8","22.7","4.5","2.3",".",".",".","",".","",".","",".",".",".","."
"Junior","","353","2.897","18.7","13.0","35.1","11.9","14.2","2.5","3.4",".","0.3",".","",".","",".","",".","0.8",".","."
"Senior","","440","3.190","31.8","18.9","26.8","7.5","11.8","2.0","0.9",".",".",".","",".","",".","",".","0.2",".","."
"Undergraduates","","866","3.072","26.4","17.9","28.8","9.0","12.9","2.3","2.1",".","0.1",".","",".","",".","",".","0.5",".","."
"Special","","47","3.447","40.4","27.7","21.3","2.1","8.5",".",".",".",".",".","",".","",".","",".",".",".","."
"Graduate","","282","3.796","64.9","27.3","4.3",".","0.4","0.4",".","2.1",".",".","",".","",".","",".","0.4","0.4","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","5","3.800","60.0","40.0",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Professionals","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1201","3.257","36.2","20.6","22.6","6.6","9.7","1.7","1.5","0.5","0.1",".","",".","",".","",".","0.4","0.1","."
