"TERM : 1092","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2008-2009","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","",""
"ANIMAL HEALTH & BIOMEDICAL  Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"952
AHABS","","","","","","","","","","","","","","","",""
"Colloquium in Env Tox","606
001
2","***","","","","","","","","","",".",".",".",".",".   
.   
."
"AHABS
952","2
Dept. Total","2.500","50.0",".",".",".",".","50.0",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"952
AHABS","","","","","","","","","","","","","","","",""
"Senior","2","2.500","50.0",".",".",".",".","50.0",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","2","2.500","50.0",".",".",".",".","50.0",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
2","2.500","50.0",".",".",".",".","50.0",".",".",".",".",".",".","",".  
.  
.  
."
"November 30, 2010","","","","","","","","","","","","","","","","Page 405 of 407"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
