"Topics in History of Med","668
001","14","3.731","42.9","50.0",".",".",".",".","",".","7.1",".","",".",".","",".","",".",".",".","."
"Ind Study in Med History","699
001","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Development of Pub Health-Amer","709
001","3","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Studies - Environment & Health","713
001","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"MED HIST
452","Dept. Total","167","3.393","36.5","28.1","19.8","7.2","3.6","",".","1.2","2.4","",".",".","",".","",".","1.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","2.750",".",".","50.0","50.0",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","17","3.529","47.1","29.4","11.8","5.9","5.9","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","103","3.369","31.1","36.9","13.6","8.7","3.9","",".","1.9","3.9","",".",".","",".","",".",".",".",".","."
"Undergraduates","","122","3.381","32.8","35.2","13.9","9.0","4.1","",".","1.6","3.3","",".",".","",".","",".",".",".",".","."
"Special","","7","2.833",".",".","57.1","14.3",".","",".",".",".","",".",".","",".","",".","28.6",".",".","."
"Graduate","","31","3.500","54.8","3.2","38.7",".","3.2","",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","3","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","3","3.500",".","100.0",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","7","3.731","57.1","42.9",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","167","3.393","36.5","28.1","19.8","7.2","3.6","",".","1.2","2.4","",".",".","",".","",".","1.2",".",".","."
