"","999
005","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
007","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
025","2","***","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Study","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"HDFS
230","Dept. Total","808","3.463","46.9","20.4","17.2","6.2","3.6","1.1","1.0","3.1","0.1",".","",".","0.2","",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","1.000",".",".",".",".",".","100.0",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","","114","3.197","33.3","15.8","28.1","13.2","6.1","2.6","0.9",".",".",".","",".",".","",".",".",".","."
"Junior","","209","3.412","44.5","22.5","20.1","5.3","4.8","0.5","1.9","0.5",".",".","",".",".","",".",".",".","."
"Senior","","414","3.526","51.0","22.9","15.2","5.6","2.9","1.0","0.7","0.7",".",".","",".",".","",".",".",".","."
"Undergraduates","","738","3.439","46.3","21.7","18.6","6.6","3.9","1.2","1.1","0.5",".",".","",".",".","",".",".",".","."
"Special","","6","3.500","33.3","16.7",".","16.7",".",".",".","16.7",".",".","",".",".","",".","16.7",".","."
"Graduate","","63","3.898","54.0","6.3","3.2",".",".",".",".","31.7","1.6",".","",".","3.2","",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","808","3.463","46.9","20.4","17.2","6.2","3.6","1.1","1.0","3.1","0.1",".","",".","0.2","",".","0.1",".","."
