"","990
010","2","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
013","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Thesis","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"Independent Work","999
005","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"ECON
296","Dept. Total","4418","2.960","20.1","19.4","24.9","15.6","13.1","4.4","0.7","1.3","0.0","0.0","",".","",".","0.1","0.0","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","681","2.895","17.3","19.5","24.5","16.4","15.6","5.4","1.0",".",".",".","",".","",".",".",".",".","0.1"
"Sophomore","","1258","2.929","18.7","20.4","23.2","17.2","14.9","5.1","0.4",".",".",".","",".","",".",".","0.1",".","."
"Junior","","912","2.857","15.0","19.8","24.7","18.9","14.1","5.4","1.6","0.2",".",".","",".","",".",".",".","0.1","0.1"
"Senior","","1088","2.959","18.6","17.4","28.6","15.7","13.7","4.0","0.5","0.9","0.2","0.2","",".","",".",".","0.1","0.1","0.1"
"Undergraduates","","3939","2.915","17.6","19.3","25.3","17.1","14.5","4.9","0.8","0.3","0.1","0.1","",".","",".",".","0.1","0.1","0.1"
"Special","","35","3.186","34.3","25.7","20.0","5.7","5.7","2.9","2.9",".",".",".","",".","",".",".",".","2.9","."
"Graduate","","443","3.523","41.1","20.3","21.9","3.4","1.6","0.2",".","10.4",".",".","",".","",".","0.7",".","0.5","."
"Prof Yr 2","","1","2.500",".",".",".","100.0",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","1","2.500",".",".",".","100.0",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","4418","2.960","20.1","19.4","24.9","15.6","13.1","4.4","0.7","1.3","0.0","0.0","",".","",".","0.1","0.0","0.1","0.1"
