"","999
049","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
061","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
077","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Advanced Independent Study","Course Total","7","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"PHM SCI
718","Dept. Total","1503","3.138","26.8","18.6","29.4","11.7","9.2","0.9","0.4","2.8","",".",".","",".","",".","",".","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","105","3.423","41.9","18.1","24.8","11.4","3.8",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","155","3.256","38.1","16.8","21.9","12.9","5.2","2.6","1.9",".","",".",".","",".","",".","",".","0.6",".","."
"Undergraduates","","262","3.328","40.1","17.2","22.9","12.2","4.6","1.5","1.1",".","",".",".","",".","",".","",".","0.4",".","."
"Special","","8","2.938",".","12.5","75.0",".","12.5",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","119","3.866","60.5","3.4","2.5",".",".",".",".","32.8","",".",".","",".","",".","",".",".","0.8","."
"Prof Yr 1","","220","2.961","18.6","20.0","25.0","14.1","18.6","2.7","0.5",".","",".",".","",".","",".","",".",".",".","0.5"
"Prof Yr 2","","511","3.017","16.2","15.5","38.7","16.0","12.7","0.8",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","379","3.298","26.9","28.0","31.4","7.7","4.7",".","0.5","0.8","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","4","2.500",".",".","25.0","50.0","25.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1114","3.069","20.3","20.6","33.5","12.9","11.2","0.9","0.3","0.3","",".",".","",".","",".","",".",".",".","0.1"
"","Dept. Total","1503","3.138","26.8","18.6","29.4","11.7","9.2","0.9","0.4","2.8","",".",".","",".","",".","",".","0.1","0.1","0.1"
