"","990
012","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
014","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
016","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","11","",".",".",".",".",".",".",".","90.9","",".",".",".","9.1","",".",".",".","."
"M S & E
636","Dept. Total","549","3.396","36.4","20.0","18.0","5.1","2.2","0.7","0.9","9.7","",".","4.9",".","2.0","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","25","3.339","68.0","16.0","4.0","4.0",".","4.0","4.0",".","",".",".",".",".","",".",".",".","."
"Sophomore","","116","3.285","37.1","18.1","32.8","7.8","2.6","0.9","0.9",".","",".",".",".",".","",".",".",".","."
"Junior","","98","3.266","26.5","31.6","24.5","11.2","4.1","2.0",".",".","",".",".",".",".","",".",".",".","."
"Senior","","127","3.423","42.5","29.9","18.9","3.1","3.1",".","2.4",".","",".",".",".",".","",".",".",".","."
"Undergraduates","","366","3.332","38.3","25.7","23.8","6.8","3.0","1.1","1.4",".","",".",".",".",".","",".",".",".","."
"Graduate","","183","3.661","32.8","8.7","6.6","1.6","0.5",".",".","29.0","",".","14.8",".","6.0","",".",".",".","."
"","Dept. Total","549","3.396","36.4","20.0","18.0","5.1","2.2","0.7","0.9","9.7","",".","4.9",".","2.0","",".",".",".","."
