"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"160
Heredity","001","","88","2.931","25.0","9.1","29.5","11.4","18.2","4.5","1.1",".",".",".",".",".",".",".",".","1.1"
"289","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"289","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Independent Study","Course Total","","2","***","","","","","","","","","","","","","","","",""
"299","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","092","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","003","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","004","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","008","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","011","","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","012","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","013","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","015","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","016","","29","3.862","86.2",".","13.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","017","","32","3.969","96.9",".","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","210","3.976","97.6",".","2.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"399","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","","3","***","","","","","","","","","","","","","","","",""
"466
General Genetics","001","","160","2.774","25.0","7.5","21.3","15.6","19.4","4.4","5.0","1.9",".",".",".",".",".",".",".","."
"545","001","","12","3.250","33.3","8.3","41.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"545","002","","12","3.000","16.7",".","58.3","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"Genetics Laboratory","Course Total","","24","3.125","25.0","4.2","50.0","12.5","8.3",".",".",".",".",".",".",".",".",".",".","."
"565
Human Genetics","001","","57","2.798","19.3","15.8","15.8","21.1","19.3","8.8",".",".",".",".",".",".",".",".",".","."
"607
Advanced Microbial Genetics","001","","17","3.471","35.3","23.5","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"612
Prokaryotic Molecular Biol","001","","9","2.889",".","22.2","66.7",".",".","11.1",".",".",".",".",".",".",".",".",".","."
