"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","10129","3.230","37.4","13.8","18.3","7.4","8.3","2.0","1.0","7.5","0.0","2.6","0.0","1.3","0.1","0.0","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","892","2.993","32.6","10.3","21.5","10.8","15.5","2.2","1.3",".",".","5.3","0.2",".","0.1",".",".","0.1"
"Sophomore","","1332","3.049","32.0","14.1","19.6","12.4","12.1","2.9","1.7","0.2",".","5.0",".",".",".","0.2","0.1","."
"Junior","","2140","3.188","38.8","15.6","19.9","8.9","10.7","2.4","1.2","0.2",".","2.1",".",".","0.1",".",".","0.1"
"Senior","","3600","3.250","40.1","16.2","21.4","7.7","8.2","2.4","1.0","0.6","0.0","2.0",".","0.1","0.1","0.0","0.1","0.1"
"Undergraduates","","7964","3.172","37.5","15.0","20.7","9.2","10.3","2.5","1.2","0.4","0.0","2.9","0.0","0.0","0.1","0.0","0.0","0.1"
"Special","","190","3.356","37.4","8.4","23.2","4.2","5.3","0.5","0.5","13.2",".","2.6",".",".","1.6","0.5","2.1","0.5"
"Graduate","","1991","3.688","38.0","9.2","8.2","0.7","0.3","0.1",".","35.4","0.1","1.4",".","6.1","0.2","0.1","0.4","."
"Prof Yr 1","","5","3.200","40.0",".","40.0",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","3","3.571","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","15","3.589","46.7","13.3","6.7","6.7",".",".",".","13.3",".",".",".","13.3",".",".",".","."
"Prof Yr 4","","8","4.000","37.5",".",".",".",".",".",".","37.5",".",".",".","25.0",".",".",".","."
"Professionals","","31","3.518","41.9","12.9","9.7","3.2","3.2",".",".","16.1",".",".",".","12.9",".",".",".","."
"","College Total","10176","3.230","37.6","13.8","18.3","7.4","8.3","2.0","1.0","7.5","0.0","2.6","0.0","1.2","0.1","0.0","0.1","0.1"
