"DANCE PROGRAM","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","","",""
"Ballroom Dance II","42
001","19","3.789","73.7","21.1",".",".","5.3",".","",".",".",".","",".",".","",".","",".",".",".","."
"Sound Dsgn-Perf/Visual Arts","420
001","5","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Dance Repertory Theater","451
001","17","4.000","100.0",".",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".","."
"","560
001","15","4.000","100.0",".",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".","."
"","560
002","4","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","560
003","15","3.967","93.3","6.7",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".","."
"Current Topics-Dance:Wkshp","Course Total","34","3.969","91.2","8.8",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Independent Project","699
002","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"DANCE
741","Dept. Total","778","3.655","62.0","19.3","9.6","2.3","1.8","0.3","",".","4.5","",".",".","",".","",".","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","136","3.527","55.1","19.9","17.6","4.4","2.9",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","160","3.634","62.5","18.8","15.0","0.6","2.5",".","",".","0.6","",".",".","",".","",".",".",".",".","."
"Junior","","133","3.609","63.9","21.1","6.0","4.5","0.8","1.5","",".","2.3","",".",".","",".","",".",".",".",".","."
"Senior","","315","3.770","64.8","19.4","4.4","1.0","1.3",".","",".","8.6","",".",".","",".","",".","0.3","0.3",".","."
"Undergraduates","","744","3.659","62.4","19.6","9.4","2.2","1.7","0.3","",".","4.2","",".",".","",".","",".","0.1","0.1",".","."
"Special","","14","3.184","35.7","14.3","28.6","14.3","7.1",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","17","3.969","70.6","5.9",".",".",".",".","",".","23.5","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","3","3.500","33.3","33.3","33.3",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","3","3.500","33.3","33.3","33.3",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","778","3.655","62.0","19.3","9.6","2.3","1.8","0.3","",".","4.5","",".",".","",".","",".","0.1","0.1",".","."
