"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"International Acad Prgms-SAB","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"SAB
STDYABRD","","","","","","","","","","","","","","","","","","",""
"170","001","7","3.417","42.9","14.3",".","28.6",".",".",".","14.3",".",".",".",".",".",".",".","."
"170","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"170","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Interdivisional Topics","Course Total","9","3.433","33.3","33.3",".","22.2",".",".",".","11.1",".",".",".",".",".",".",".","."
"300
Topics in Biological Science","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"306
Topics in Humanities","020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"336","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"336","016","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Social Science","Course Total","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"361
Topics in Humanities & Soc Sci","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"370","010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"370","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Interdivisional Topics","Course Total","3","***","","","","","","","","","","","","","","","",""
"STDYABRD
SAB","Dept. Total","28","3.672","53.6","25.0","7.1","7.1",".",".",".","7.1",".",".",".",".",".",".",".","."
