"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIR FORCE AEROSPACE STUDI","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Foundations of US Air Force I","101
002","","21","3.357","33.3","28.6","19.0","14.3","4.8","",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"Evolution of US Air & Space I","201
001","","24","3.522","29.2","54.2","4.2","4.2","4.2",".","",".","",".","",".","",".",".","",".","",".","",".","4.2","."
"Leadership Studies I","303
001","","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"National Security Affairs","401
001","","15","3.833","66.7","33.3",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"A F AERO
102","Dept. Total","","64","3.653","40.6","40.6","7.8","6.3","3.1","",".","",".","",".","",".",".","",".","",".","",".",".","1.6","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","11","3.409","36.4","27.3","18.2","18.2",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","18","3.528","27.8","61.1","5.6",".","5.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","17","3.707","52.9","35.3",".","5.9","5.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","15","3.731","46.7","40.0","6.7","6.7",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","61","3.649","41.0","42.6","6.6","6.6","3.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","2","3.000",".",".","50.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","50.0","."
"Graduate","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","64","3.653","40.6","40.6","7.8","6.3","3.1","",".","",".","",".","",".",".","",".","",".","",".",".","1.6","."
