"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"BIOSTATISTICS & MED INFORM","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","",""
"Intro to Biostat Mthd-Pub Hlth","511
001","","39","3.910","84.6","12.8","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Biostatistics","541
001","","40","3.833","75.0","2.5","2.5",".",".",".","2.5","15.0",".",".",".",".","2.5",".",".","."
"Intro to Biostats for Pop Hlth","551
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction to Bioinformatics","576
001","","7","3.500","14.3","57.1","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Computn&Informatcs in Biol&Med","915
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"B M I
210","Dept. Total","","94","3.829","69.1","12.8","4.3",".",".",".","1.1","11.7",".",".",".",".","1.1",".",".","."
