"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","10583","3.707","59.6","16.0","7.7","2.3","2.2","0.4","0.4","5.8","0.0","4.3","0.0","0.6","0.4","0.1","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","918","3.394","52.9","19.0","13.0","4.1","7.4","1.3","1.4","0.5",".",".",".",".","0.1",".","0.1","0.1"
"Sophomore","","1144","3.460","50.7","22.0","13.7","5.0","4.5","0.9","0.8","1.9",".",".",".",".","0.1",".","0.2","0.2"
"Junior","","1637","3.587","54.3","21.5","11.8","3.5","3.1","0.8","0.4","1.8",".","2.5",".",".",".",".","0.1","0.2"
"Senior","","3848","3.756","60.8","16.3","7.0","1.9","1.2","0.1","0.2","3.8",".","8.3",".",".","0.1","0.1","0.1","0.2"
"Undergraduates","","7547","3.638","56.9","18.6","9.8","3.0","2.9","0.5","0.5","2.7",".","4.8",".",".","0.1","0.0","0.1","0.2"
"Special","","492","3.809","65.0","8.3","3.7","1.0","1.2","0.2","1.0","13.0",".","2.8",".",".","0.4","0.4","2.6","."
"Graduate","","2541","3.898","66.3","9.9","2.1","0.3","0.1",".",".","13.7","0.1","3.1","0.0","2.3","1.4","0.1","0.5","."
"Prof Yr 1","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","7","3.625","28.6","14.3","14.3",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"Professionals","","10","3.786","50.0","10.0","10.0",".",".",".",".","30.0",".",".",".",".",".",".",".","."
"","College Total","10590","3.707","59.5","16.0","7.7","2.3","2.2","0.4","0.4","5.8","0.0","4.3","0.0","0.6","0.4","0.1","0.3","0.1"
