"","699
003","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
004","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
005","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Studies","Course Total","12","3.735","75.0",".","25.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"BIOLOGY
205","Dept. Total","924","2.942","28.9","10.1","32.6","7.0","14.8","4.2","1.7","0.3","",".",".","",".","",".","",".",".","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","79","2.573","17.7","11.4","25.3","11.4","19.0","13.9","1.3",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","441","2.938","24.7","10.9","34.2","7.5","17.0","4.3","1.1",".","",".",".","",".","",".","",".",".","0.2","."
"Junior","","256","2.935","22.3","12.1","40.2","7.0","12.5","3.1","2.7",".","",".",".","",".","",".","",".",".",".","."
"Senior","","108","3.107","48.1","3.7","24.1","4.6","13.0","0.9","2.8","0.9","",".",".","",".","",".","",".",".",".","1.9"
"Undergraduates","","884","2.929","26.2","10.4","33.9","7.4","15.4","4.4","1.8","0.1","",".",".","",".","",".","",".",".","0.1","0.2"
"Special","","33","3.744","84.8","3.0","3.0",".","3.0",".",".","6.1","",".",".","",".","",".","",".",".",".","."
"Graduate","","7","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","924","2.942","28.9","10.1","32.6","7.0","14.8","4.2","1.7","0.3","",".",".","",".","",".","",".",".","0.1","0.2"
