"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","23","3.304","47.8","8.7","17.4","8.7","17.4",".",".",".",".",".",".",".",".",".",".","."
"","101
002","22","3.364","27.3","40.9","18.2","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","101
003","18","2.861","27.8","16.7","16.7","11.1","16.7","5.6","5.6",".",".",".",".",".",".",".",".","."
"","101
004","22","3.182","36.4","4.5","36.4","13.6","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","101
005","21","2.500","14.3","14.3","23.8",".","28.6","14.3","4.8",".",".",".",".",".",".",".",".","."
"","006
101","24","3.250","41.7","20.8","8.3","12.5","12.5","4.2",".",".",".",".",".",".",".",".",".","."
"","101
007","20","2.825","35.0","10.0","15.0","15.0","5.0","15.0","5.0",".",".",".",".",".",".",".",".","."
"","101
008","18","2.941","16.7","16.7","27.8","16.7","11.1","5.6",".","5.6",".",".",".",".",".",".",".","."
"","101
009","22","2.977","18.2","31.8","18.2","9.1","18.2",".","4.5",".",".",".",".",".",".",".",".","."
"","101
010","23","3.522","56.5","13.0","17.4","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","101
011","22","3.045","13.6","18.2","45.5","9.1","13.6",".",".",".",".",".",".",".",".",".",".","."
"","101
012","19","2.974","26.3","15.8","15.8","21.1","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"","101
013","21","2.725","14.3",".","47.6","4.8","23.8",".","4.8",".",".",".",".",".",".","4.8",".","."
"","101
014","20","2.868","30.0","5.0","20.0","10.0","25.0",".","5.0",".",".",".",".",".",".","5.0",".","."
"First Year Spanish","Course Total","295","3.039","29.5","15.6","23.4","9.8","14.9","3.7","2.0","0.3",".",".",".",".",".","0.7",".","."
"","102
001","14","2.607","7.1","21.4","14.3","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".","."
"","102
002","16","3.000","43.8","18.8",".","6.3","18.8","6.3","6.3",".",".",".",".",".",".",".",".","."
"","102
003","20","3.237","25.0","35.0","10.0","10.0","15.0",".",".","5.0",".",".",".",".",".",".",".","."
"","102
004","20","3.275","20.0","35.0","35.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","102
006","18","3.618","44.4","38.9","5.6",".","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"","102
007","21","2.690",".","33.3","28.6","9.5","19.0","4.8","4.8",".",".",".",".",".",".",".",".","."
"","102
008","22","3.205","36.4","18.2","18.2","4.5","22.7",".",".",".",".",".",".",".",".",".",".","."
"","102
009","20","3.100","15.0","35.0","35.0","5.0","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"","102
010","24","2.854","12.5","25.0","33.3","4.2","16.7","4.2","4.2",".",".",".",".",".",".",".",".","."
"","102
011","24","3.125","33.3","25.0","20.8","8.3","4.2",".","8.3",".",".",".",".",".",".",".",".","."
"","102
012","18","3.139","16.7","33.3","27.8","5.6","16.7",".",".",".",".",".",".",".",".",".",".","."
"","102
013","23","3.130","26.1","17.4","34.8",".","21.7",".",".",".",".",".",".",".",".",".",".","."
"","102
014","16","3.031","18.8","12.5","43.8","6.3","18.8",".",".",".",".",".",".",".",".",".",".","."
"","102
015","22","3.227","22.7","27.3","40.9",".","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","102
016","19","2.974","15.8","21.1","42.1","5.3","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"","102
017","20","3.250","30.0","30.0","20.0","10.0","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","018
102","22","2.929","13.6","18.2","36.4","4.5","18.2","4.5",".","4.5",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","339","3.085","22.4","26.3","26.8","5.9","13.3","2.4","2.1","0.9",".",".",".",".",".",".",".","."
"","203
001","23","3.196","21.7","30.4","39.1",".","4.3",".","4.3",".",".",".",".",".",".",".",".","."
"","203
002","21","2.786","19.0","14.3","28.6","9.5","19.0","4.8","4.8",".",".",".",".",".",".",".",".","."
"","203
003","23","3.239","13.0","39.1","34.8","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
004","24","3.208","16.7","33.3","33.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","203
005","23","3.239","17.4","39.1","30.4",".","13.0",".",".",".",".",".",".",".",".",".",".","."
"","203
006","24","3.125","12.5","25.0","45.8","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","203
007","23","3.227","17.4","30.4","34.8","4.3","8.7",".",".","4.3",".",".",".",".",".",".",".","."
"","203
008","21","3.333","28.6","33.3","23.8","4.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"","203
009","21","2.786","4.8","19.0","38.1","14.3","19.0","4.8",".",".",".",".",".",".",".",".",".","."
"","203
010","23","2.826","8.7","26.1","30.4","8.7","21.7",".","4.3",".",".",".",".",".",".",".",".","."
"","011
203","24","3.583","37.5","50.0","4.2","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
012","24","2.958","16.7","12.5","37.5","20.8","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"","203
013","22","3.114","22.7","27.3","27.3","4.5","13.6","4.5",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 304 of 407",""
