"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"EAST ASIAN AREA STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","",""
"Intro to East Asian Civ","222
001","","51","3.770","70.6","11.8","13.7","2.0",".",".",".","2.0",".",".",".",".",".",".",".","."
"","300
001","","15","3.179","40.0","20.0","20.0",".",".","6.7","6.7",".","6.7",".",".",".",".",".",".","."
"","300
002","","35","3.456","45.7","25.7","11.4","5.7","5.7","2.9",".",".",".",".",".",".",".","2.9",".","."
"Humanities Topics in EAS","Course Total","","50","3.375","44.0","24.0","14.0","4.0","4.0","4.0","2.0",".","2.0",".",".",".",".","2.0",".","."
"Social Studies Topics in EAS","301
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Senior Thesis","691
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","698
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
020","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"E A STDS
298","Dept. Total","","116","3.625","61.2","15.5","12.1","2.6","1.7","1.7","0.9","0.9","0.9","1.7",".",".",".","0.9",".","."
