"","990
037","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
046","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
053","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","16","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"I SY E
490","Dept. Total","813","3.526","50.3","18.9","11.9","5.5","5.0","1.1","0.1","5.7","",".","0.1",".","0.1","0.5",".","0.1","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","17","3.553","70.6",".","23.5",".",".","5.9",".",".","",".",".",".",".",".",".",".","."
"Junior","","106","3.269","38.7","20.8","19.8","8.5","8.5","2.8","0.9",".","",".",".",".",".",".",".",".","."
"Senior","","372","3.468","48.9","22.0","14.2","6.7","7.0","1.1",".",".","",".",".",".",".",".",".",".","."
"Undergraduates","","495","3.429","47.5","21.0","15.8","6.9","7.1","1.6","0.2",".","",".",".",".",".",".",".",".","."
"Special","","12","3.603","58.3","16.7","16.7","8.3",".",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","306","3.711","54.6","15.7","5.6","3.3","2.0","0.3",".","15.0","",".","0.3",".","0.3","1.3",".","0.3","1.3"
"","Dept. Total","813","3.526","50.3","18.9","11.9","5.5","5.0","1.1","0.1","5.7","",".","0.1",".","0.1","0.5",".","0.1","0.5"
