"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Solid State Power Conversn","Course Total","","19","3.842","89.5",".","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"713
Electrmgntc Dsgn-AC Machins","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"714","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"714","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"714","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Utilty Appl-Powr Electroncs","Course Total","","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"717
Linear Systems","001","","18","3.647","33.3","55.6","5.6",".",".",".",".",".",".",".",".",".",".","5.6",".","."
"724
Waves&Instabilities-Plasmas","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"735
Signl Synthesis&Recvry Tech","001","","24","3.063","29.2","16.7","16.7","12.5","25.0",".",".",".",".",".",".",".",".",".",".","."
"740
Electromagnetic Theory","001","","9","3.688","44.4","33.3","11.1",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"745
Solid State Electronics","001","","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"746
Quantum Electronics","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"748
Linear Waves","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","11","3.364","9.1","54.5","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","15","3.667","66.7","13.3","6.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"790","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","7","",".",".",".",".",".",".",".","71.4",".",".",".","28.6",".",".",".","."
"790","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","052","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","50","",".",".",".",".",".",".",".","74.0",".",".",".","26.0",".",".",".","."
"830
Estimation&Decision Theory","001","","17","3.367","23.5","35.3","11.8","17.6",".",".",".","5.9",".",".",".",".","5.9",".",".","."
"890","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 116 of 407",""
