"EGR","","","","","","","","","","","","","","","","","","","","","","","",""
"BIOMEDICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","","",""
"B M E
207","Dept. Total","455","3.631","38.2","27.5","12.1","1.1","0.9","",".","",".","14.1","",".","4.2","",".","1.5","",".",".","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","8","3.500","25.0","25.0","50.0",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","54","3.652","40.7","44.4","14.8",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","237","3.617","42.6","34.6","12.2","1.3","1.3","",".","",".",".","",".","7.6","",".",".","",".",".","0.4","."
"Undergraduates","","299","3.620","41.8","36.1","13.7","1.0","1.0","",".","",".",".","",".","6.0","",".",".","",".",".","0.3","."
"Special","","2","4.000","50.0",".",".",".",".","",".","",".","50.0","",".",".","",".",".","",".",".",".","."
"Graduate","","177","3.636","23.7","9.0","7.9","1.1","0.6","",".","",".","33.9","",".","19.8","",".","3.4","",".",".",".","0.6"
"Prof Yr 1","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 2","","1","",".",".",".",".",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","9","3.900","55.6","11.1",".",".",".","",".","",".","11.1","",".","11.1","",".","11.1","",".",".",".","."
"Prof Yr 4","","2","",".",".",".",".",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Professionals","","13","3.912","46.2","7.7",".",".",".","",".","",".","30.8","",".","7.7","",".","7.7","",".",".",".","."
"","Dept. Total","491","3.631","35.4","25.5","11.2","1.0","0.8","",".","",".","13.2","",".","11.0","",".","1.4","",".",".","0.2","0.2"
