"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"","411
008","22","3.273","45.5",".","45.5",".","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","411
009","25","3.340","40.0","16.0","32.0","4.0","4.0","4.0",".",".",".",".",".",".",".",".",".","."
"","411
010","27","3.827","74.1","11.1","11.1",".",".",".",".","3.7",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","223","3.473","41.3","24.7","29.1","1.3","1.3","0.9","0.9","0.4",".",".",".",".",".",".",".","."
"Language, Mind, and Brain","413
001","189","2.885","17.5","11.1","41.3","5.3","16.4","6.9","0.5","1.1",".",".",".",".",".",".",".","."
"Animal Behavior","449
001","99","2.758","14.1","10.1","26.3","14.1","34.3","1.0",".",".",".",".",".",".",".",".",".","."
"Honors-Language, Mind, & Brain","483
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors: Psych of Perception","486
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Personality","507
001","146","3.676","56.8","27.4","11.0","1.4","2.7",".",".","0.7",".",".",".",".",".",".",".","."
"Abnormal Psychology","509
001","324","2.626","18.2","8.3","19.8","11.4","31.2","5.6","3.7","0.6",".",".",".",".",".","0.3",".","0.9"
"Intro to Clinical Psych","517
001","33","3.379","30.3","36.4","21.2","3.0","9.1",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Women","522
001","30","3.293","23.3","26.7","36.7","3.3","6.7",".",".","3.3",".",".",".",".",".",".",".","."
"Neurobiology","523
001","33","3.500","42.4","30.3","15.2","9.1","3.0",".",".",".",".",".",".",".",".",".",".","."
"","530
002","46","3.211","23.9","28.3","21.7","13.0","10.9",".",".","2.2",".",".",".",".",".",".",".","."
"","530
003","111","3.023","25.2","11.7","28.8","16.2","14.4","1.8","0.9","0.9",".",".",".",".",".",".",".","."
"Intro-Social Psychology","Course Total","157","3.089","24.8","16.6","26.8","15.3","13.4","1.3","0.6","1.3",".",".",".",".",".",".",".","."
"Child Psychology","560
001","165","3.486","46.7","19.4","23.6","4.8","3.0","0.6","0.6","0.6",".",".",".",".",".",".",".","0.6"
"Stat Anal-Psych Experiments","610
001","25","3.729","60.0","20.0","16.0",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"","618
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
003","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
004","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
005","6","3.923","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
006","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
007","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research Topics","Course Total","57","3.993","98.2","1.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biology of Mind","619
001","19","3.579","57.9",".","42.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organization and Job Design","653
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
017","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
023","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
040","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
065","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
067","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Seminar in Psych","686
001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","691
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
