"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"690","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","111","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"690","113","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","24","3.986","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"692
School Practicum in Com Dis","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","068","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","188","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Analys-Computers in Curric","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715
Design of Rsch in Curric","001","","13","3.909","69.2","15.4",".",".",".",".",".",".",".",".",".",".","15.4",".",".","."
"716
Reform&Change-Curric&Instr","001","","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"717
Intro to Qualitative Research","001","","26","3.865","80.8","11.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"744
Perspectvs-Multicultrl Educ","001","","19","4.000","89.5",".",".",".",".",".",".",".",".",".",".",".","10.5",".",".","."
"746
Adult Learner:Implictn for C&I","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"752
Teach Chldrn:Rdg Recov Pract I","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"753
Tch Tchrs:Rdg Recov Leadrshp I","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"800
Iss-Ed Communication Tech","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"805
Guidng&Directg-Sch Rdg Prog","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"830
Theory & Dsgn of the Curric","001","","30","3.931","83.3","13.3",".",".",".",".",".",".",".",".",".",".","3.3",".",".","."
"840
Fld-School Reading Programs","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"855
Issues-Elementary Education","001","","9","4.000","66.7",".",".",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"860
Supervisn-Teacher Education","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"916","002","","11","3.950","81.8","9.1",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"Spec Topics:Rsch&Eval-C&I","Course Total","","30","3.983","93.3","3.3",".",".",".",".",".",".",".",".",".",".","3.3",".",".","."
"942
Smr-Rsch on Math Education","001","","13","3.921","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"946
Past Perspectives-Music Educ","001","","10","3.850","90.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"950
Seminar-Study of Teacher Educ","001","","16","3.767","50.0","43.8",".",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"960
Seminar-Science Education","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","001","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","","Page 83 of 407"
