"L&S","","","","","","","","","","","","","","","","","","","","",""
"LANGUAGES & CULTURES OF A Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","","","",""
"LCA
Dept. Total
521","401","3.536","46.1","25.7","13.7","5.0","1.2","1.0","0.7","5.2","",".",".","",".","",".","0.2","0.7","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","61","3.464","41.0","26.2","19.7","3.3","3.3","1.6",".",".","",".",".","",".","",".","1.6","1.6","1.6","."
"Sophomore","65","3.457","38.5","33.8","16.9","7.7","1.5","1.5",".",".","",".",".","",".","",".",".",".",".","."
"Junior","90","3.576","47.8","30.0","14.4","4.4","1.1","1.1",".",".","",".",".","",".","",".",".","1.1",".","."
"Senior","132","3.533","50.8","26.5","10.6","5.3","0.8","0.8","2.3","2.3","",".",".","",".","",".",".","0.8",".","."
"Undergraduates","348","3.518","46.0","28.7","14.4","5.2","1.4","1.1","0.9","0.9","",".",".","",".","",".","0.3","0.9","0.3","."
"Special","6","3.350","16.7","16.7",".","16.7",".",".",".","50.0","",".",".","",".","",".",".",".",".","."
"Graduate","47","3.763","51.1","4.3","10.6","2.1",".",".",".","31.9","",".",".","",".","",".",".",".",".","."
"Dept. Total","401","3.536","46.1","25.7","13.7","5.0","1.2","1.0","0.7","5.2","",".",".","",".","",".","0.2","0.7","0.2","."
