"Data to Decisions","Course Total","125","3.556","33.6","44.0","22.4",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Experience in Business","750
002","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Contemporary Topics","765
030","62","3.992","98.4","1.6",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"GEN BUS
231","Dept. Total","1639","3.394","42.0","21.2","22.9","4.1","5.5","0.6","0.4","0.2","",".","3.0","",".","",".","",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","",".",".",".",".",".",".",".",".","",".","100.0","",".","",".","",".",".",".","."
"Sophomore","","20","3.318","15.0","10.0","25.0","5.0",".",".",".",".","",".","45.0","",".","",".","",".",".",".","."
"Junior","","419","3.293","35.3","17.2","30.1","3.6","8.6","1.2","0.7",".","",".","3.1","",".","",".","",".","0.2",".","."
"Senior","","790","3.330","33.5","23.2","26.6","6.3","6.8","0.6","0.4","0.3","",".","2.3","",".","",".","",".",".",".","."
"Undergraduates","","1236","3.318","33.7","20.8","27.6","5.3","7.3","0.8","0.5","0.2","",".","3.8","",".","",".","",".","0.1",".","."
"Special","","14","3.292","42.9","7.1","28.6",".",".",".","7.1","14.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","386","3.737","68.1","23.1","8.0","0.3",".",".",".",".","",".","0.5","",".","",".","",".",".",".","."
"Prof Yr 2","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1639","3.394","42.0","21.2","22.9","4.1","5.5","0.6","0.4","0.2","",".","3.0","",".","",".","",".","0.1",".","."
