"","999
063","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
082","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
089","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Ind Work-Applied Music","Course Total","23","3.978","95.7","4.3",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"MUS PERF
664","Dept. Total","520","3.866","78.3","15.4","4.0","0.8","1.2","",".","0.2","0.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","73","3.769","67.1","21.9","8.2","1.4","1.4","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","82","3.833","70.7","24.4","2.4","1.2","1.2","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","101","3.801","76.2","14.9","5.0","1.0","2.0","",".","1.0",".","",".",".","",".","",".","",".",".",".","."
"Senior","","137","3.846","75.9","15.3","5.8","0.7","1.5","",".",".","0.7","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","393","3.819","73.3","18.3","5.3","1.0","1.5","",".","0.3","0.3","",".",".","",".","",".","",".",".",".","."
"Special","","5","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","122","3.965","93.4","6.6",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","520","3.866","78.3","15.4","4.0","0.8","1.2","",".","0.2","0.2","",".",".","",".","",".","",".",".",".","."
