"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","112
001","21","2.333","19.0",".","28.6",".","28.6","14.3","9.5",".",".",".",".",".",".",".",".","."
"","112
003","20","3.150","40.0",".","35.0",".","25.0",".",".",".",".",".",".",".",".",".",".","."
"","112
004","19","2.306","15.8",".","10.5","5.3","52.6","5.3","5.3",".",".",".",".",".",".","5.3",".","."
"","112
005","23","2.478","17.4","4.3","21.7","4.3","34.8","17.4",".",".",".",".",".",".",".",".",".","."
"","112
006","31","2.355","16.1","12.9","12.9","12.9","22.6","9.7","12.9",".",".",".",".",".",".",".",".","."
"","112
007","22","2.727","27.3",".","27.3",".","36.4","9.1",".",".",".",".",".",".",".",".",".","."
"","112
008","22","2.727","13.6","13.6","22.7","13.6","31.8","4.5",".",".",".",".",".",".",".",".",".","."
"","112
009","20","2.200","15.0",".","15.0",".","50.0","15.0","5.0",".",".",".",".",".",".",".",".","."
"","112
010","16","2.781","25.0","12.5","18.8","6.3","25.0","12.5",".",".",".",".",".",".",".",".",".","."
"","112
011","19","2.289","5.3","5.3","31.6","10.5","31.6","5.3","10.5",".",".",".",".",".",".",".",".","."
"","112
012","21","2.667","19.0",".","38.1",".","38.1",".","4.8",".",".",".",".",".",".",".",".","."
"","112
013","23","2.630","17.4","8.7","26.1","13.0","26.1",".","8.7",".",".",".",".",".",".",".",".","."
"","112
015","19","2.553","15.8",".","36.8","5.3","31.6","5.3","5.3",".",".",".",".",".",".",".",".","."
"","112
016","20","2.575","15.0","15.0","20.0",".","35.0","15.0",".",".",".",".",".",".",".",".",".","."
"","112
017","23","2.870","30.4","8.7","17.4","17.4","17.4","4.3","4.3",".",".",".",".",".",".",".",".","."
"","018
112","24","2.813","33.3","8.3","8.3","12.5","29.2","4.2","4.2",".",".",".",".",".",".",".",".","."
"","019
112","18","2.500","11.1","11.1","16.7","11.1","38.9","11.1",".",".",".",".",".",".",".",".",".","."
"","112
020","14","3.036","28.6","7.1","28.6","14.3","21.4",".",".",".",".",".",".",".",".",".",".","."
"","021
112","16","2.875","25.0","6.3","18.8","18.8","31.3",".",".",".",".",".",".",".",".",".",".","."
"","112
022","14","2.643","21.4","14.3","28.6",".","21.4",".","14.3",".",".",".",".",".",".",".",".","."
"","025
112","22","1.932","9.1","4.5","13.6",".","40.9","18.2","13.6",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","427","2.579","19.9","6.3","22.2","7.0","31.9","7.5","4.9",".",".",".",".",".",".","0.2",".","."
"","113
002","6","2.833","16.7","33.3","33.3",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"","113
003","9","2.333","33.3",".",".","22.2","22.2",".","22.2",".",".",".",".",".",".",".",".","."
"","113
004","14","2.500",".","7.1","28.6","35.7","21.4","7.1",".",".",".",".",".",".",".",".",".","."
"","113
005","22","2.318","13.6","4.5","18.2","22.7","13.6","22.7","4.5",".",".",".",".",".",".",".",".","."
"","113
006","17","2.265","5.9","29.4","5.9","11.8","17.6","17.6","11.8",".",".",".",".",".",".",".",".","."
"","008
113","12","1.708","8.3","8.3","8.3","16.7","8.3","25.0","25.0",".",".",".",".",".",".",".",".","."
"","113
009","15","2.467","13.3","6.7","26.7","6.7","26.7","20.0",".",".",".",".",".",".",".",".",".","."
"","113
010","13","3.115","38.5","15.4","23.1","7.7","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"","113
011","8","2.813","37.5","12.5","12.5",".","12.5","25.0",".",".",".",".",".",".",".",".",".","."
"","012
113","9","2.889","22.2","11.1","11.1","33.3","22.2",".",".",".",".",".",".",".",".",".",".","."
"","113
014","6","3.250","33.3",".","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","131","2.508","17.6","11.5","18.3","16.8","15.3","13.0","7.6",".",".",".",".",".",".",".",".","."
"Algebra and Trigonometry","114
001","176","2.509","15.3","6.3","27.8","7.4","26.7","10.8","5.1","0.6",".",".",".",".",".",".",".","."
"","130
001","27","3.259","55.6","7.4","7.4","7.4","18.5",".","3.7",".",".",".",".",".",".",".",".","."
"","130
002","10","3.150","20.0",".","70.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","130
004","27","3.704","59.3","25.9","11.1","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"Arithmetical Problm Solving","Course Total","64","3.430","51.6","14.1","18.8","6.3","7.8",".","1.6",".",".",".",".",".",".",".",".","."
"","131
001","15","3.367","46.7","20.0","13.3","13.3",".","6.7",".",".",".",".",".",".",".",".",".","."
"","131
002","25","2.400",".","16.0","36.0","16.0","12.0","12.0","8.0",".",".",".",".",".",".",".",".","."
"","131
004","17","3.147","23.5","23.5","29.4","5.9","17.6",".",".",".",".",".",".",".",".",".",".","."
"Geom Inference & Reasoning","Course Total","57","2.877","19.3","19.3","28.1","12.3","10.5","7.0","3.5",".",".",".",".",".",".",".",".","."
"","132
001","16","3.313","50.0","6.3","18.8","6.3","18.8",".",".",".",".",".",".",".",".",".",".","."
"","132
002","17","2.750","23.5",".","35.3","23.5","5.9","5.9","5.9",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 254 of 407",""
