"","990
097","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
098","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
099","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","116","",".",".",".",".",".",".",".","98.3",".",".",".","0.9",".",".","0.9","."
"PHYSICS
754","Dept. Total","2910","3.080","25.1","20.0","23.6","12.9","11.1","2.1","0.8","4.1",".","0.0",".","0.0",".","0.0","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","202","3.143","31.7","19.8","24.3","6.9","13.9","2.5","1.0",".",".",".",".",".",".",".",".","."
"Sophomore","","684","3.023","22.2","18.1","29.5","16.1","10.1","2.6","1.2",".",".",".",".",".",".",".",".","0.1"
"Junior","","1006","3.042","22.0","21.8","25.0","15.3","12.9","2.2","0.5",".",".","0.1",".",".",".",".","0.1","0.1"
"Senior","","678","3.058","24.9","22.1","23.0","13.4","13.0","2.4","0.9","0.1",".",".",".",".",".",".","0.1","."
"Undergraduates","","2570","3.049","23.6","20.7","25.6","14.4","12.3","2.4","0.8","0.0",".","0.0",".",".",".",".","0.1","0.1"
"Special","","41","3.056","34.1","22.0","9.8","4.9","14.6",".","7.3","7.3",".",".",".",".",".",".",".","."
"Graduate","","300","3.701","37.0","13.3","7.7","1.3","0.3",".",".","38.7",".",".",".","0.3",".","0.3","1.0","."
"","Dept. Total","2911","3.080","25.1","20.0","23.6","12.9","11.1","2.1","0.8","4.1",".","0.0",".","0.0",".","0.0","0.2","0.1"
