"HISTORY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Senior Honors Thesis","Course Total","","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".","9.1",".",".",".","."
"682","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"690","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"690","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis Colloquium","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"691","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","7","4.000","57.1",".",".",".",".",".",".",".",".",".",".","42.9",".",".",".","."
"692","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","27","3.694","66.7","14.8","11.1","3.7",".",".","3.7",".",".",".",".",".",".",".",".","."
"701
History in Global Perspective","001","","36","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"720
Topics-Medieval History","001","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"730
Prosem-Latin Amer History","001","","14","3.707","71.4","14.3","7.1",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"734
Modern Archives Adm","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"751
Prosem-History of Africa","001","","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"753
Smr-Comparative World Hist","001","","17","3.647","70.6","23.5",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"755
Prosem-S E Asian History","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801
Seminar-Ancient History","001","","6","3.333","33.3",".","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"804
Interdis W Europ Studies Sm","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"850
Smr-Hist Su&Mod His Ec Eur","001","","8","3.824","62.5","25.0",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
