"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","723
020","9","0.000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
021","12","1.000",".",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
022","10","0.400","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
023","11","2.182",".",".","72.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","246","1.213","2.8",".","35.0",".","2.0",".",".",".",".",".",".",".",".",".","0.4","0.4"
"","726
001","95","1.097","10.5",".","18.9",".","4.2",".",".",".",".",".",".",".",".",".","1.1","1.1"
"","726
002","75","1.220","8.0",".","25.3","1.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","726
003","20","1.300","10.0",".","20.0",".","15.0",".",".",".",".",".",".",".",".",".",".","."
"","726
004","19","1.053","5.3",".","21.1",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","726
005","19","0.842","5.3",".","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","726
006","20","1.100","10.0",".","20.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Intro-Substan Criminal Law","Course Total","248","1.128","8.9",".","21.4","0.4","5.6",".",".",".",".",".",".",".",".",".","0.4","0.4"
"Federal Law & Indian Tribes","730
001","26","1.154","7.7",".","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","731
001","99","1.186","12.1","1.0","19.2",".","1.0","1.0",".","5.1",".",".",".",".",".",".",".","."
"","731
002","66","0.962","6.1",".","13.6",".","6.1",".",".","19.7",".",".",".",".",".",".",".","."
"Constitutional Law I","Course Total","165","1.105","9.7","0.6","17.0",".","3.0","0.6",".","10.9",".",".",".",".",".",".",".","."
"Real Estate Transactions I","732
001","39","1.211","12.8",".","17.9",".","5.1","2.6",".","2.6",".",".",".",".",".",".",".","."
"Trusts and Estates","733
001","134","1.144","9.0",".","14.2",".","4.5","1.5",".","21.6",".",".",".",".",".",".","0.7","."
"Secured Transactions","736
001","31","1.621","19.4",".","22.6",".","3.2",".",".","6.5",".",".",".",".",".",".",".","."
"Religion and the Constitution","739
001","37","0.656","5.4",".","8.1",".","5.4",".",".","10.8",".",".",".",".",".",".","2.7","."
"","740
001","28","1.731","10.7",".","35.7",".","3.6","3.6",".","7.1",".",".",".",".",".",".",".","."
"","740
002","29","1.286","10.3",".","27.6",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"","740
003","15","1.267","13.3",".","20.0",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Constitutional Law II","Course Total","72","1.449","11.1",".","29.2",".","2.8","1.4",".","4.2",".",".",".",".",".",".",".","."
"Taxation I","742
001","122","1.392","12.3","0.8","16.4",".","2.5",".",".","23.8",".",".",".",".",".",".",".","."
"","743
001","16","1.875","18.8",".","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","743
002","16","1.313","18.8",".","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Negotiations","Course Total","32","1.594","18.8",".","28.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Administrative Law","744
001","38","1.105","5.3","5.3","18.4",".","7.9",".",".",".",".",".",".",".",".",".",".","."
"Labor Relations Law","745
001","37","1.118","5.4",".","27.0",".",".",".",".","8.1",".",".",".",".",".",".",".","."
"Antitrust","748
001","13","1.769","38.5",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Patent Law","751
001","17","1.133","5.9","11.8","11.8",".",".",".",".","5.9",".",".",".",".",".",".","5.9","."
"Copyright Law","752
001","14","1.143","7.1",".","28.6",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"Intro-Intellectual Proprty Law","753
001","39","1.861","7.7","5.1","41.0",".",".",".",".","5.1",".",".",".",".","2.6",".",".","."
"Role of Police in Free Soc","760
001","27","1.204","7.4","3.7","25.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","771
001","14","1.857","14.3",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","771
002","11","1.000","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","771
003","6","1.833","33.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Select Topics-Estate Planning","Course Total","31","1.605","19.4",".","25.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Use of Trusts-Estate Planning","772
001","10","1.400","20.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
001","59","0.896","6.8",".","11.9",".","5.1",".","3.4","18.6",".",".",".",".",".",".",".","."
"","801
002","113","1.068","10.6",".","12.4",".","8.8",".",".","8.0",".",".",".",".","0.9",".",".","."
"Evidence","Course Total","172","1.013","9.3",".","12.2",".","7.6",".","1.2","11.6",".",".",".",".","0.6",".",".","."
