"Spec Topics-Geological Engr","801
001","","4","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","890
029","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","890
057","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Pre-Dissertator's Research","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","",""
"G L E
418","Dept. Total","","61","3.487","34.4","19.7","24.6","3.3","1.6","",".","",".","16.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","4","3.538","50.0","25.0","25.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","18","3.250","27.8","27.8","27.8","11.1","5.6","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","22","3.311","31.8","27.3","27.3","9.1","4.5","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","39","3.608","35.9","15.4","23.1",".",".","",".","",".","25.6","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","61","3.487","34.4","19.7","24.6","3.3","1.6","",".","",".","16.4","",".",".","",".","",".","",".",".",".","."
