"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"790","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research & Thesis","Course Total","","92","",".",".",".",".",".",".",".","72.8",".",".",".","25.0",".",".","2.2","."
"890","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","044","","6","",".",".",".",".",".",".",".","16.7",".",".",".","83.3",".",".",".","."
"890","046","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","047","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","067","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Research and Thesis","Course Total","","59","",".",".",".",".",".",".",".","59.3",".",".",".","40.7",".",".",".","."
"903
Graduate Seminar","001","","65","3.977","96.9","1.5","1.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"925","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"925","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Rheology Research Seminar","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964
Spec Adv Topics-Mech Engr","014","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 134 of 407",""
