"","990
063","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
067","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
068","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","43","",".",".",".",".",".",".",".","97.7","",".",".",".",".","",".",".","2.3","."
"PATH-BIO
703","Dept. Total","656","3.521","34.6","29.7","17.2","3.2","0.8","0.3","0.2","13.7","",".",".",".","0.2","",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.767","86.7","6.7",".",".",".","6.7",".",".","",".",".",".",".","",".",".",".","."
"Sophomore","","9","3.200","77.8",".",".",".","11.1",".","11.1",".","",".",".",".",".","",".",".",".","."
"Junior","","10","3.714","80.0",".","20.0",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Senior","","8","3.833","75.0",".","12.5",".",".",".",".","12.5","",".",".",".",".","",".",".",".","."
"Undergraduates","","42","3.680","81.0","2.4","7.1",".","2.4","2.4","2.4","2.4","",".",".",".",".","",".",".",".","."
"Special","","11","4.000","9.1",".",".",".",".",".",".","90.9","",".",".",".",".","",".",".",".","."
"Graduate","","55","3.795","18.2","1.8",".",".",".","1.8",".","74.5","",".",".",".","1.8","",".",".","1.8","."
"Prof Yr 2","","560","3.495","27.0","34.5","19.6","3.8","0.7",".",".","14.5","",".",".",".",".","",".",".",".","."
"Prof Yr 3","","6","4.000","66.7",".",".",".",".",".",".","33.3","",".",".",".",".","",".",".",".","."
"Prof Yr 4","","62","4.000","43.5",".",".",".",".",".",".","56.5","",".",".",".",".","",".",".",".","."
"Professionals","","628","3.508","29.0","30.7","17.5","3.3","0.6",".",".","18.8","",".",".",".",".","",".",".",".","."
"","Dept. Total","736","3.521","30.8","26.5","15.4","2.9","0.7","0.3","0.1","23.1","",".",".",".","0.1","",".",".","0.1","."
